demand_elec.fix,demand_heat.fix,elec_net_dyn.emission_factor,elec_net_dyn.variable_costs,t_wp_A_W70.eff_out_1,t_wp_A_W70.max,pv.fix
311.2847658,1006.623135,0.232,0.15,2.47,0.296875,0.443783391
302.4182836,940.1142026,0.2,0.15,2.532,0.307591808,0.533674529
303.2728767,849.8661739,0.185,0.15,2.54,0.31055791,0.573016386
269.2765897,772.0823669,0.182,0.15,2.54,0.31055791,0.550954417
220.4144712,730.4966749,0.172,0.15,2.548,0.313524011,0.450872082
205.0586693,721.8450838,0.182,0.15,2.576,0.323905367,0.40191217
232.8284879,733.745249,0.187,0.15,2.552,0.315007062,0.399616797
230.5041853,638.8542979,0.195,0.15,2.54,0.31055791,0.287706907
199.7975616,600.0679048,0.195,0.15,2.44,0.298022599,0.125916142
169.7109545,596.1961448,0.203,0.15,1.99,0.315236582,0.003769926
150.2670496,632.1536579,0.2,0.15,1.75,0.324417373,0
137.3886268,684.5895678,0.208,0.15,1.78,0.323269774,0
129.9796644,761.4522028,0.22,0.15,1.39,0.338188559,0
111.6054797,849.3500469,0.225,0.15,1.27,0.342778955,0
89.02906461,924.1276291,0.225,0.15,1.18,0.346221751,0
69.27515595,971.3404951,0.232,0.15,1.3,0.341631356,0
62.12311314,998.5198477,0.238,0.15,1.09,0.349664548,0
59.36251146,1015.834369,0.239,0.15,1.24,0.343926554,0
58.77591721,1025.631375,0.234,0.15,1.21,0.345074153,0
59.74466118,1026.376399,0.234,0.15,1.18,0.346221751,0
67.37922036,1034.376725,0.24,0.15,1.24,0.343926554,0
89.78639795,1053.238951,0.246,0.15,1.03,0.351959746,0.013203086
148.3761277,1062.013892,0.223,0.15,1.48,0.334745763,0.15342283
261.5027575,1036.070091,0.198,0.15,1.78,0.323269774,0.313629055
311.2847658,1007.2522,0.189,0.15,2.11,0.310646186,0.45464876
302.4182836,939.7944458,0.181,0.15,2.5,0.295727401,0.55284825
303.2728767,843.8869305,0.178,0.15,2.536,0.309074859,0.513591427
269.2765897,764.5144601,0.172,0.15,2.552,0.315007062,0.324458417
220.4144712,733.2727289,0.171,0.15,2.54,0.31055791,0.314083602
205.0586693,739.8852608,0.179,0.15,2.516,0.301659605,0.418004954
232.8284879,759.9130989,0.194,0.15,2.532,0.307591808,0.385663556
230.5041853,668.6313365,0.214,0.15,2.44,0.298022599,0.267296514
199.7975616,631.2980757,0.22,0.15,2.11,0.310646186,0.102909788
169.7109545,628.9568588,0.236,0.15,1.69,0.326712571,0.004415651
150.2670496,669.2186574,0.239,0.15,1.39,0.338188559,0
137.3886268,729.1519931,0.244,0.15,1.15,0.34736935,0
130.1014404,812.6685408,0.246,0.15,1,0.353107345,0
113.7870318,908.3749153,0.266,0.15,1,0.353107345,0
98.16917766,993.5105597,0.272,0.15,1,0.353107345,0
80.89404325,1051.18055,0.258,0.15,1,0.353107345,0
73.41130799,1088.83833,0.266,0.15,1,0.353107345,0
65.22430561,1117.169187,0.262,0.15,1,0.353107345,0
62.75303462,1134.473358,0.253,0.15,1,0.353107345,0
69.86228359,1142.355104,0.247,0.15,1,0.353107345,0
84.60924845,1149.759603,0.237,0.15,1,0.353107345,0
100.8691561,1160.712137,0.223,0.15,1.24,0.343926554,0.003562524
129.8280083,1168.455693,0.212,0.15,1.51,0.333598164,0.044292578
207.1301848,1120.248482,0.19,0.15,1.9,0.318679379,0.105756235
243.8970254,1064.692326,0.177,0.15,2.17,0.308350989,0.144516377
242.2370537,983.1884706,0.154,0.15,2.41,0.299170198,0.187772791
232.7494114,921.9668971,0.146,0.15,2.23,0.306055791,0.229967905
204.8977279,873.808505,0.148,0.15,2.29,0.303760593,0.259267906
174.055307,832.8613509,0.152,0.15,2.508,0.298693503,0.272306987
169.3243294,810.3886995,0.155,0.15,2.38,0.300317797,0.168038897
190.1388255,796.8341252,0.176,0.15,2.2,0.30720339,0.092946043
180.7036031,785.4002966,0.207,0.15,2.32,0.302612994,0.075762725
163.8030066,775.0491738,0.223,0.15,2.23,0.306055791,0.025691893
176.2822834,796.4549436,0.23,0.15,2.11,0.310646186,0.001664148
180.082924,811.5448374,0.232,0.15,1.99,0.315236582,0
148.6755379,822.2610904,0.245,0.15,1.9,0.318679379,0
129.341695,859.4094457,0.256,0.15,1.81,0.322122175,0
116.1769075,913.6341618,0.266,0.15,1.66,0.327860169,0
106.8597163,951.5331338,0.28,0.15,1.81,0.322122175,0
87.76233338,975.000488,0.278,0.15,1.9,0.318679379,0
74.9648488,980.0488689,0.289,0.15,2.14,0.309498588,0
65.54778952,975.6727887,0.306,0.15,2.35,0.301465395,0
62.75303462,970.0517852,0.314,0.15,2.38,0.300317797,0
69.86228359,972.9720341,0.316,0.15,2.23,0.306055791,0
84.60924845,995.6263375,0.325,0.15,1.99,0.315236582,0
100.8691561,1033.197453,0.31,0.15,1.84,0.320974576,0.004617344
129.8280083,1068.066655,0.287,0.15,2.08,0.311793785,0.050024454
207.1301848,1048.184213,0.258,0.15,2.14,0.309498588,0.091775341
243.8970254,1021.799067,0.241,0.15,2.38,0.300317797,0.082550016
242.2370537,965.2044519,0.228,0.15,2.44,0.298022599,0.12948473
232.7494114,916.3433901,0.221,0.15,2.41,0.299170198,0.230636231
204.8977279,879.8733114,0.213,0.15,2.5,0.295727401,0.204792201
174.055307,856.7063075,0.213,0.15,2.38,0.300317797,0.100687627
169.3243294,847.1032407,0.221,0.15,2.5,0.295727401,0.042482268
190.1388255,839.0605702,0.242,0.15,2.5,0.295727401,0.027416296
180.7036031,829.3895202,0.26,0.15,2.38,0.300317797,0.029461536
163.8030066,819.116657,0.272,0.15,2.2,0.30720339,0.024324617
176.2822834,836.7881381,0.269,0.15,2.05,0.312941384,0.001840376
180.082924,845.681794,0.272,0.15,2.05,0.312941384,0
148.6755379,850.9459583,0.286,0.15,1.96,0.316384181,0
129.341695,887.3783913,0.31,0.15,1.81,0.322122175,0
116.1769075,947.2198695,0.339,0.15,1.51,0.333598164,0
106.8597163,996.8138722,0.37,0.15,1.48,0.334745763,0
87.76233338,1034.355342,0.367,0.15,1.42,0.33704096,0
74.9648488,1051.260152,0.374,0.15,1.66,0.327860169,0
65.54778952,1056.00581,0.381,0.15,1.75,0.324417373,0
62.75303462,1054.432191,0.374,0.15,1.75,0.324417373,0
69.86228359,1053.65792,0.366,0.15,1.81,0.322122175,0
84.60924845,1068.642187,0.366,0.15,1.69,0.326712571,0
100.8691561,1103.411986,0.36,0.15,1.57,0.331302966,0.003455763
129.8280083,1151.826775,0.333,0.15,1.39,0.338188559,0.024469293
207.1301848,1160.947845,0.29,0.15,1.21,0.345074153,0.049159286
243.8970254,1169.984938,0.254,0.15,1.15,0.34736935,0.058489231
242.2370537,1147.247256,0.233,0.15,1.12,0.348516949,0.064542387
232.7494114,1124.738753,0.217,0.15,1.12,0.348516949,0.08658365
204.8977279,1099.717593,0.21,0.15,1.15,0.34736935,0.135174423
174.055307,1068.521188,0.21,0.15,1.15,0.34736935,0.170453485
169.3243294,1036.503562,0.221,0.15,1.24,0.343926554,0.250597767
190.1388255,1001.07177,0.248,0.15,1.27,0.342778955,0.245867473
180.7036031,971.7766112,0.27,0.15,1.15,0.34736935,0.188622927
163.8030066,956.6987393,0.296,0.15,1,0.353107345,0.088251766
176.2822834,983.5446419,0.296,0.15,1,0.353107345,0.005319711
180.082924,1009.493266,0.298,0.15,1,0.353107345,0
148.6755379,1033.430839,0.312,0.15,1,0.353107345,0
129.219919,1084.010504,0.334,0.15,1,0.353107345,0
113.9560232,1153.967055,0.349,0.15,1,0.353107345,0
97.59792918,1214.757041,0.37,0.15,1,0.353107345,0
74.57043243,1268.380529,0.372,0.15,1,0.353107345,0
61.14020253,1308.27185,0.38,0.15,1,0.353107345,0
56.59946995,1341.951079,0.394,0.15,1,0.353107345,0
56.23207025,1367.768624,0.389,0.15,1,0.353107345,0
57.84834581,1383.556319,0.384,0.15,1,0.353107345,0
63.78259683,1403.899753,0.39,0.15,1,0.353107345,0
81.83304568,1421.725288,0.371,0.15,1,0.353107345,0.023791106
101.0831815,1412.194004,0.33,0.15,1,0.353107345,0.159671693
125.337941,1358.005918,0.281,0.15,1,0.353107345,0.308279995
141.2620595,1300.256904,0.25,0.15,1,0.353107345,0.443512385
132.6125382,1215.282739,0.23,0.15,1.06,0.350812147,0.546640557
137.7884243,1108.477532,0.217,0.15,1.18,0.346221751,0.616252269
118.413018,1010.651315,0.213,0.15,1.45,0.335893362,0.628981807
97.93291006,953.3741563,0.221,0.15,1.6,0.330155367,0.608570861
92.76816729,931.6097075,0.239,0.15,1.78,0.323269774,0.539033286
109.270401,933.2410185,0.266,0.15,1.87,0.319826977,0.430743763
124.5317691,831.4336777,0.293,0.15,1.78,0.323269774,0.286111398
131.7852881,788.9069053,0.294,0.15,1.57,0.331302966,0.114414578
135.5750491,780.7710573,0.294,0.15,1.39,0.338188559,0.005600806
133.6652026,811.6332367,0.297,0.15,1.18,0.346221751,0
129.8237739,858.0483187,0.314,0.15,1.15,0.34736935,0
125.8785694,920.6627843,0.34,0.15,1.03,0.351959746,0
110.2090642,990.7579274,0.372,0.15,1.15,0.34736935,0
88.42463474,1048.417132,0.403,0.15,1.12,0.348516949,0
67.26098257,1082.006879,0.413,0.15,1.15,0.34736935,0
58.854046,1099.822876,0.418,0.15,1.09,0.349664548,0
56.63905605,1113.560409,0.409,0.15,1,0.353107345,0
57.12999337,1120.707286,0.415,0.15,1,0.353107345,0
54.88165556,1113.483765,0.417,0.15,1.12,0.348516949,0
53.84538466,1097.951299,0.41,0.15,1.09,0.349664548,0
56.16359323,1086.611088,0.403,0.15,1.24,0.343926554,0.006581932
70.08852626,1111.143202,0.339,0.15,1.09,0.349664548,0.04106719
83.92312007,1183.455855,0.28,0.15,1.18,0.346221751,0.034115388
98.89175075,1248.332974,0.248,0.15,1.36,0.339336158,0.061089693
116.5573953,1162.569374,0.23,0.15,1.39,0.338188559,0.222213547
120.9341278,1099.505931,0.217,0.15,1.57,0.331302966,0.398567023
139.6196936,1053.470142,0.212,0.15,1.57,0.331302966,0.414137916
140.35693,940.5573086,0.219,0.15,1.72,0.325564972,0.320735864
129.6043208,887.6760642,0.245,0.15,2.05,0.312941384,0.199532589
128.4887432,848.5751375,0.276,0.15,1.66,0.327860169,0.322828228
118.5726779,831.2517361,0.304,0.15,1.81,0.322122175,0.284664182
98.54775685,805.5811583,0.325,0.15,1.63,0.329007768,0.168361917
96.3019995,818.1037048,0.326,0.15,1.21,0.345074153,0.030923989
114.6411003,849.0636744,0.312,0.15,1.15,0.34736935,0
142.4632394,928.2946017,0.319,0.15,1,0.353107345,0
128.5283146,1014.268278,0.323,0.15,1,0.353107345,0
86.1129245,1032.353832,0.352,0.15,1,0.353107345,0
63.74262934,1068.683727,0.357,0.15,1.15,0.34736935,0
58.54212246,1077.673868,0.355,0.15,1.33,0.340483757,0
56.83656919,1087.063926,0.347,0.15,1.51,0.333598164,0
56.17628466,1090.779385,0.346,0.15,1.57,0.331302966,0
55.99821538,1094.206968,0.336,0.15,1.42,0.33704096,0
57.51640842,1098.68787,0.338,0.15,1.24,0.343926554,0
66.01869178,1117.411542,0.333,0.15,1,0.353107345,0
87.41977086,1140.962179,0.337,0.15,1,0.353107345,0.023283326
137.055129,1145.888608,0.307,0.15,1.24,0.343926554,0.156449324
229.9188989,1109.253951,0.258,0.15,1.81,0.322122175,0.305084633
272.8730751,1073.727003,0.226,0.15,1.93,0.31753178,0.41112807
266.5610499,1004.945249,0.195,0.15,2.29,0.303760593,0.424555655
271.7999341,907.586484,0.189,0.15,2.35,0.301465395,0.494630387
244.3985099,814.6065578,0.187,0.15,2.516,0.301659605,0.545054815
202.902327,756.7129886,0.191,0.15,2.532,0.307591808,0.562174292
189.7024195,732.5785077,0.203,0.15,2.556,0.316490113,0.521526422
216.827386,732.5947064,0.225,0.15,2.544,0.31204096,0.382560187
215.5814252,632.5337002,0.235,0.15,2.528,0.306108757,0.274593627
188.2966902,591.9775274,0.274,0.15,2.41,0.299170198,0.157788559
158.9429528,589.6967835,0.301,0.15,1.81,0.322122175,0.032506086
143.2744661,632.3281363,0.29,0.15,1.48,0.334745763,0
134.2542242,694.0937268,0.293,0.15,1.39,0.338188559,0
126.8755881,778.8708214,0.311,0.15,1.06,0.350812147,0
108.8063942,870.1747444,0.338,0.15,1.03,0.351959746,0
86.71084277,942.1053537,0.356,0.15,1.03,0.351959746,0
66.67068529,980.258211,0.375,0.15,1.39,0.338188559,0
59.06754512,1000.795282,0.392,0.15,1.21,0.345074153,0
56.27794508,1021.551135,0.397,0.15,1.18,0.346221751,0
55.99821538,1045.145093,0.377,0.15,1,0.353107345,0
57.51640842,1065.156333,0.35,0.15,1,0.353107345,0
66.01869178,1091.027233,0.343,0.15,1,0.353107345,0
87.41977086,1115.810258,0.296,0.15,1,0.353107345,0.033817641
137.055129,1117.96299,0.254,0.15,1.09,0.349664548,0.187192068
229.9188989,1078.996668,0.234,0.15,1.54,0.332450565,0.354684601
272.8730751,1039.847064,0.218,0.15,1.87,0.319826977,0.486773903
266.5610499,973.0116889,0.203,0.15,2.08,0.311793785,0.424876069
271.7999341,885.2388887,0.194,0.15,2.2,0.30720339,0.38190135
244.3985099,811.5417693,0.185,0.15,2.41,0.299170198,0.266841655
202.902327,782.1958811,0.192,0.15,2.47,0.296875,0.266377707
189.7024195,793.1867556,0.201,0.15,2.2,0.30720339,0.198149022
216.827386,818.0685379,0.216,0.15,2.5,0.295727401,0.143839686
215.5814252,730.98867,0.238,0.15,2.23,0.306055791,0.220533558
188.2966902,691.394763,0.259,0.15,2.08,0.311793785,0.183251393
158.9429528,683.908573,0.251,0.15,1.6,0.330155367,0.035995336
143.2744661,721.5399631,0.249,0.15,1.09,0.349664548,0
134.2542242,777.9197513,0.269,0.15,1,0.353107345,0
126.9973641,850.9402604,0.291,0.15,1,0.353107345,0
111.0345807,931.3464521,0.302,0.15,1,0.353107345,0
95.99461013,1004.768418,0.29,0.15,1,0.353107345,0
80.16041227,1061.55215,0.288,0.15,1,0.353107345,0
73.38560343,1102.515912,0.285,0.15,1,0.353107345,0
65.22430561,1133.990796,0.277,0.15,1,0.353107345,0
62.75303462,1162.376031,0.266,0.15,1,0.353107345,0
69.86228359,1188.086228,0.272,0.15,1,0.353107345,0
84.60924845,1211.899743,0.263,0.15,1,0.353107345,0
100.8691561,1230.161154,0.26,0.15,1,0.353107345,0.008451185
129.8280083,1221.782577,0.244,0.15,1.27,0.342778955,0.12063466
207.1301848,1143.453042,0.223,0.15,1.99,0.315236582,0.284184155
243.8970254,1056.884846,0.211,0.15,2.41,0.299170198,0.362658321
242.2370537,950.8702954,0.195,0.15,2.528,0.306108757,0.380668395
232.7494114,868.6195964,0.188,0.15,2.532,0.307591808,0.266582575
204.8977279,808.3769777,0.185,0.15,2.544,0.31204096,0.243267816
174.055307,762.9822681,0.187,0.15,2.56,0.317973164,0.284028113
169.3243294,732.5137436,0.193,0.15,2.568,0.320939266,0.256592987
190.1388255,710.1536698,0.206,0.15,2.544,0.31204096,0.145900713
180.7036031,690.4621918,0.223,0.15,2.544,0.31204096,0.095166787
163.8030066,674.8830921,0.24,0.15,2.528,0.306108757,0.06352889
176.2822834,690.9175039,0.234,0.15,2.52,0.303142655,0.011974013
180.082924,699.0096433,0.233,0.15,2.524,0.304625706,0
148.6755379,703.3771907,0.25,0.15,2.516,0.301659605,0
129.1332156,734.373441,0.271,0.15,2.512,0.300176554,0
114.0659215,782.1118064,0.285,0.15,2.516,0.301659605,0
97.86119458,817.9398702,0.273,0.15,2.512,0.300176554,0
74.25362084,845.4691582,0.282,0.15,2.516,0.301659605,0
59.43445448,859.964322,0.282,0.15,2.516,0.301659605,0
51.28940988,866.7051842,0.279,0.15,2.52,0.303142655,0
50.69835793,873.0213525,0.272,0.15,2.528,0.306108757,0
59.04534829,884.9881478,0.261,0.15,2.528,0.306108757,0
68.77494602,906.951317,0.228,0.15,2.532,0.307591808,0
85.20788367,885.2094285,0.211,0.15,2.532,0.307591808,0.006633264
119.1939555,878.0885923,0.189,0.15,2.54,0.31055791,0.043013814
209.4256948,872.4932286,0.172,0.15,2.54,0.31055791,0.083986343
257.8902064,847.2890339,0.162,0.15,2.568,0.320939266,0.148201929
259.3314281,816.485753,0.142,0.15,2.596,0.331320621,0.161286663
254.446318,786.9017571,0.134,0.15,2.624,0.341701977,0.182192829
242.2012988,757.1653041,0.116,0.15,2.632,0.344668079,0.161756697
205.2105762,722.0068818,0.093,0.15,2.624,0.341701977,0.100786801
178.0754858,686.739187,0.092,0.15,2.616,0.338735876,0.08597761
185.8159844,672.1583508,0.124,0.15,2.624,0.341701977,0.073530218
185.9564773,646.6939527,0.141,0.15,2.62,0.340218927,0.054268575
161.8163052,622.7929943,0.158,0.15,2.604,0.334286723,0.046692928
130.8975729,603.6755869,0.154,0.15,2.596,0.331320621,0.011441761
133.3555956,593.4410831,0.154,0.15,2.596,0.331320621,0
139.2351702,598.0865644,0.158,0.15,2.592,0.329837571,0
136.9813075,641.195924,0.163,0.15,2.588,0.32835452,0
116.7065777,695.2759407,0.162,0.15,2.592,0.329837571,0
85.90841206,758.1451327,0.11,0.15,2.584,0.326871469,0
57.75723278,772.8309738,0.09,0.15,2.564,0.319456215,0
50.63252763,792.6626498,0.093,0.15,2.556,0.316490113,0
47.78898808,804.160307,0.093,0.15,2.548,0.313524011,0
48.78921469,810.9442871,0.09,0.15,2.54,0.31055791,0
50.1099442,806.0248328,0.109,0.15,2.536,0.309074859,0
54.05723871,797.5170987,0.129,0.15,2.532,0.307591808,0
67.61057416,818.8711174,0.119,0.15,2.548,0.313524011,0.017489745
86.19571513,827.8806915,0.112,0.15,2.572,0.322422316,0.096315368
106.3038759,854.1238996,0.102,0.15,2.608,0.335769774,0.213076823
117.2293897,768.9495133,0.095,0.15,2.64,0.347634181,0.326488755
126.4178313,705.0631406,0.066,0.15,2.688,0.365430791,0.38169943
118.4936581,622.7669182,0.066,0.15,2.718,0.374964689,0.329513716
99.73094441,569.6978578,0.064,0.15,2.712,0.373269774,0.3512839
97.87106104,530.9799701,0.067,0.15,2.718,0.374964689,0.39820377
99.78369115,482.8366458,0.068,0.15,2.784,0.393608757,0.446899346
102.1933223,449.720343,0.069,0.15,2.784,0.393608757,0.403443723
103.6750009,426.193616,0.083,0.15,2.644,0.349117232,0.271516396
104.8244119,446.4340941,0.099,0.15,2.596,0.331320621,0.126745987
124.9282887,425.6265421,0.098,0.15,2.576,0.323905367,0.022310704
112.4819562,425.908907,0.099,0.15,2.584,0.326871469,0
110.078299,487.5263785,0.101,0.15,2.544,0.31204096,0
114.2072834,605.023815,0.105,0.15,2.26,0.304908192,0
102.1997411,663.0748037,0.093,0.15,2.08,0.311793785,0
80.34462498,734.6044747,0.082,0.15,1.93,0.31753178,0
68.87934216,808.7204589,0.087,0.15,1.33,0.340483757,0
63.43815867,873.766132,0.09,0.15,1,0.353107345,0
59.94865157,918.9872281,0.091,0.15,1.03,0.351959746,0
60.9626582,947.8462464,0.092,0.15,1.12,0.348516949,0
62.78170086,965.6042916,0.088,0.15,1,0.353107345,0
69.98464673,983.5347064,0.121,0.15,1,0.353107345,0
77.04911807,998.680722,0.12,0.15,1,0.353107345,0.023929018
78.23928741,996.2106843,0.114,0.15,1.33,0.340483757,0.108788518
86.14952147,933.9048293,0.105,0.15,2.08,0.311793785,0.216541434
101.8675584,840.908314,0.1,0.15,2.552,0.315007062,0.334354599
112.7326565,742.4181015,0.099,0.15,2.672,0.359498588,0.473612334
124.5936663,642.5071057,0.096,0.15,2.706,0.371574859,0.578672465
117.5637926,558.7370114,0.083,0.15,2.814,0.402083333,0.516445076
110.2179429,466.1409792,0.073,0.15,2.844,0.41055791,0.304945891
96.33147436,396.8480753,0.075,0.15,2.85,0.412252825,0.379094267
91.48568438,360.6313171,0.075,0.15,2.85,0.412252825,0.378503059
86.09660578,318.4727488,0.101,0.15,2.808,0.400388418,0.292197412
90.70243831,302.0958447,0.102,0.15,2.76,0.386829096,0.161907352
114.7143023,310.3088499,0.104,0.15,2.652,0.352083333,0.039389583
135.1267167,360.6805298,0.107,0.15,2.616,0.338735876,0
132.8979558,409.7304483,0.108,0.15,2.584,0.326871469,0
121.8478844,475.4373926,0.111,0.15,2.56,0.317973164,0
111.7001383,555.7465513,0.092,0.15,2.536,0.309074859,0
92.2584116,637.6948176,0.041,0.15,2.41,0.299170198,0
70.95945187,695.8816567,0.041,0.15,2.38,0.300317797,0
60.41169299,736.0128437,0.041,0.15,2.38,0.300317797,0
57.37370156,768.6533219,0.041,0.15,2.17,0.308350989,0
55.97566984,794.2190673,0.041,0.15,2.08,0.311793785,0
55.92836108,806.7920517,0.042,0.15,1.87,0.319826977,0
55.9294068,804.7185215,0.041,0.15,1.99,0.315236582,0
61.46595296,799.5806379,0.039,0.15,2.08,0.311793785,0.040801801
65.72103458,800.5315701,0.038,0.15,2.508,0.298693503,0.176816984
76.83780203,785.1018086,0.036,0.15,2.592,0.329837571,0.327707036
108.7587039,738.7822351,0.034,0.15,2.688,0.365430791,0.464515112
126.6623108,643.1081221,0.032,0.15,2.772,0.390218927,0.568829121
123.1233363,545.2237237,0.032,0.15,2.856,0.41394774,0.635628909
112.3141599,451.7965813,0.032,0.15,2.886,0.422422316,0.655764138
104.5565175,376.8938127,0.026,0.15,2.946,0.439371469,0.627935992
90.34793414,343.6375492,0.033,0.15,2.952,0.441066384,0.560926359
85.50688302,311.9493683,0.037,0.15,2.934,0.435981638,0.459178319
83.57814867,311.6239331,0.039,0.15,2.892,0.424117232,0.320975947
95.47076799,336.9310918,0.124,0.15,2.838,0.408862994,0.170345116
111.0105019,266.4853665,0.165,0.15,2.724,0.376659605,0.03954881
114.6119105,274.9047055,0.174,0.15,2.656,0.353566384,0
114.4206804,328.3822541,0.197,0.15,2.612,0.337252825,0
127.2419066,426.170819,0.208,0.15,2.588,0.32835452,0
111.0710495,496.1903825,0.222,0.15,2.564,0.319456215,0
80.34617271,563.0242815,0.252,0.15,2.548,0.313524011,0
62.45616245,613.439631,0.248,0.15,2.536,0.309074859,0
58.15136183,653.336506,0.264,0.15,2.52,0.303142655,0
57.05233326,682.9891724,0.256,0.15,2.52,0.303142655,0
55.97566984,703.8048878,0.257,0.15,2.47,0.296875,0
55.92836108,709.8882615,0.259,0.15,2.504,0.297210452,0
55.9294068,704.5998906,0.259,0.15,2.47,0.296875,0
61.46595296,698.9181684,0.256,0.15,2.512,0.300176554,0.03696485
65.72103458,703.3334907,0.216,0.15,2.564,0.319456215,0.156093705
76.83780203,700.1508895,0.172,0.15,2.616,0.338735876,0.296224588
108.7587039,672.4567023,0.109,0.15,2.688,0.365430791,0.4162786
126.6623108,595.1945724,0.059,0.15,2.79,0.395303672,0.509187882
123.1233363,516.0194567,0.043,0.15,2.808,0.400388418,0.591536527
112.3141599,440.0827751,0.03,0.15,2.862,0.415642655,0.617885238
104.5565175,383.6963245,0.027,0.15,2.814,0.402083333,0.587673338
90.34793414,365.3423285,0.028,0.15,2.85,0.412252825,0.512452804
85.50688302,345.4846242,0.032,0.15,2.766,0.388524011,0.372851577
83.57814867,350.4721476,0.046,0.15,2.784,0.393608757,0.230139176
95.47076799,380.1707869,0.071,0.15,2.692,0.366913842,0.119075729
111.0105019,312.7918023,0.13,0.15,2.652,0.352083333,0.029308574
114.6119105,328.6295361,0.124,0.15,2.604,0.334286723,0
114.4206804,389.9301026,0.126,0.15,2.536,0.309074859,0
127.3384566,492.6377685,0.135,0.15,2.52,0.303142655,0
111.5649119,564.6529151,0.125,0.15,2.47,0.296875,0
81.6954877,633.8844952,0.136,0.15,2.38,0.300317797,0
67.39673641,688.4785162,0.139,0.15,2.29,0.303760593,0
62.42127395,730.7177491,0.141,0.15,2.11,0.310646186,0
59.85068388,763.2780215,0.161,0.15,2.02,0.314088983,0
60.72880332,783.1323506,0.194,0.15,2.08,0.311793785,0
62.44976347,786.0929541,0.232,0.15,2.29,0.303760593,0
72.22074167,787.2955394,0.266,0.15,2.23,0.306055791,0
82.63584325,793.9735828,0.256,0.15,2.44,0.298022599,0.023227061
114.2112349,796.4299843,0.239,0.15,2.52,0.303142655,0.116414274
190.7304793,750.7135849,0.222,0.15,2.588,0.32835452,0.255436816
233.478574,688.6751072,0.212,0.15,2.668,0.358015537,0.422535329
246.6811681,631.0980214,0.207,0.15,2.742,0.38174435,0.534124954
258.6051762,573.6453623,0.206,0.15,2.754,0.385134181,0.604486974
243.5492846,523.7119431,0.205,0.15,2.808,0.400388418,0.628046482
215.1873599,442.7567363,0.206,0.15,2.862,0.415642655,0.596909015
193.2657266,370.6660794,0.22,0.15,2.928,0.434286723,0.521473831
199.0426694,329.1002751,0.246,0.15,2.904,0.427507062,0.42026323
177.1462619,283.746117,0.26,0.15,2.88,0.420727401,0.285743087
147.2138404,261.7589666,0.265,0.15,2.832,0.407168079,0.160855906
138.0822059,257.8785521,0.265,0.15,2.7,0.369879944,0.04453288
144.7359802,289.4534885,0.267,0.15,2.748,0.383439266,0
137.3284061,320.3765777,0.277,0.15,2.676,0.360981638,0
122.7942879,374.9821626,0.297,0.15,2.652,0.352083333,0
110.8113635,445.9898985,0.326,0.15,2.636,0.34615113,0
91.63599872,518.2029096,0.36,0.15,2.616,0.338735876,0
71.63454363,570.431736,0.394,0.15,2.588,0.32835452,0
58.60060805,604.8844892,0.402,0.15,2.58,0.325388418,0
51.20458107,626.5377231,0.399,0.15,2.588,0.32835452,0
50.69835793,645.6115965,0.39,0.15,2.588,0.32835452,0
59.04534829,669.7078447,0.364,0.15,2.584,0.326871469,0
68.77494602,703.9062406,0.329,0.15,2.576,0.323905367,0
85.20788367,689.0783584,0.291,0.15,2.572,0.322422316,0.014771428
119.1939555,674.2966658,0.266,0.15,2.6,0.332803672,0.106850264
209.4256948,649.0871744,0.245,0.15,2.652,0.352083333,0.211966504
257.8902064,607.8275569,0.225,0.15,2.696,0.368396893,0.224386494
259.3314281,572.8711311,0.211,0.15,2.76,0.386829096,0.164205305
254.446318,545.3863912,0.203,0.15,2.784,0.393608757,0.093587678
242.2012988,506.2595673,0.198,0.15,2.85,0.412252825,0.169369271
205.2105762,447.7915193,0.201,0.15,2.898,0.425812147,0.288992119
178.0754858,388.7198346,0.214,0.15,2.886,0.422422316,0.158158114
185.8159844,358.1834165,0.222,0.15,2.856,0.41394774,0.127078342
185.9564773,323.4514643,0.237,0.15,2.88,0.420727401,0.095793263
161.8163052,302.2297984,0.245,0.15,2.838,0.408862994,0.073953677
130.8975729,294.1477157,0.24,0.15,2.796,0.396998588,0.021175642
133.3555956,299.044286,0.239,0.15,2.76,0.386829096,0
139.2351702,318.6111653,0.249,0.15,2.724,0.376659605,0
137.001798,376.6314177,0.261,0.15,2.696,0.368396893,0
117.3133389,444.3877246,0.251,0.15,2.688,0.365430791,0
87.57429299,514.8614902,0.247,0.15,2.688,0.365430791,0
62.67240467,529.4517373,0.26,0.15,2.696,0.368396893,0
56.68194922,546.0165464,0.266,0.15,2.696,0.368396893,0
50.78255461,555.5766722,0.271,0.15,2.696,0.368396893,0
50.69835793,572.5289121,0.267,0.15,2.68,0.362464689,0
59.04534829,597.6803317,0.244,0.15,2.672,0.359498588,0
68.77494602,634.486463,0.247,0.15,2.648,0.350600282,0
85.20788367,625.9235183,0.247,0.15,2.64,0.347634181,0.008230747
119.1939555,627.800288,0.237,0.15,2.648,0.350600282,0.032950666
209.4256948,625.7818379,0.226,0.15,2.68,0.362464689,0.075495982
257.8902064,603.8845225,0.218,0.15,2.73,0.37835452,0.118612848
259.3314281,575.9290725,0.208,0.15,2.784,0.393608757,0.125389239
254.446318,546.8415428,0.208,0.15,2.856,0.41394774,0.130320976
242.2012988,513.6489398,0.212,0.15,2.898,0.425812147,0.11810857
