demand_elec.fix,demand_heat.fix,elec_net_dyn.emission_factor,elec_net_dyn.variable_costs,t_wp_A_W70.eff_out_1,t_wp_A_W70.max,pv.fix
97.99905798,125.5365777,0.106,0.15,3.06,0.473870056,0.168180151
137.9366129,143.3358113,0.101,0.15,3.126,0.495038842,0.295441188
178.6621054,178.7866343,0.096,0.15,3.156,0.504661017,0.391327586
193.8337307,188.9233219,0.091,0.15,3.144,0.500812147,0.478937208
184.6968778,148.9588387,0.087,0.15,3.168,0.508509887,0.480989081
184.2803479,135.1417295,0.084,0.15,3.186,0.514283192,0.562251216
179.1952994,129.1007595,0.077,0.15,3.222,0.525829802,0.684521159
189.0100919,134.5953681,0.079,0.15,3.246,0.533527542,0.49221745
195.7490705,126.2388424,0.082,0.15,3.228,0.527754237,0.287185685
186.8432391,125.1531849,0.088,0.15,3.18,0.512358757,0.406761735
153.906785,117.1529047,0.095,0.15,3.168,0.508509887,0.366629641
122.4972887,118.1607625,0.196,0.15,3.132,0.496963277,0.226427332
111.2225104,132.6784256,0.248,0.15,3.078,0.479643362,0.102732037
106.0059358,144.1957212,0.266,0.15,3.03,0.464247881,0.041946612
113.1907854,142.1535924,0.274,0.15,2.88,0.420727401,0.004531537
113.3625005,117.0094691,0.275,0.15,2.844,0.41055791,0
91.37401338,110.5624619,0.284,0.15,2.736,0.380049435,0
73.35190395,105.6266962,0.276,0.15,2.826,0.405473164,0
59.80832751,99.15701868,0.283,0.15,2.796,0.396998588,0
56.75833356,108.0403881,0.299,0.15,2.826,0.405473164,0
56.08669463,126.7422621,0.301,0.15,2.79,0.395303672,0
57.71123977,148.2110454,0.324,0.15,2.784,0.393608757,0
61.16110512,163.3935143,0.341,0.15,2.736,0.380049435,0.006087365
75.94670297,172.3660606,0.314,0.15,2.814,0.402083333,0.045985154
97.99905798,185.371899,0.293,0.15,2.94,0.437676554,0.16968661
137.9366129,182.5806267,0.284,0.15,3.006,0.456550141,0.314270563
178.6621054,197.7033959,0.255,0.15,3.09,0.483492232,0.443437421
193.8337307,195.2095515,0.239,0.15,3.144,0.500812147,0.513160147
184.6968778,149.8414425,0.235,0.15,3.186,0.514283192,0.541268293
184.2803479,135.1745369,0.236,0.15,3.222,0.525829802,0.490997138
179.1952994,129.1007595,0.239,0.15,3.186,0.514283192,0.404594742
189.0100919,134.5953681,0.253,0.15,3.246,0.533527542,0.457192646
195.7490705,126.2388424,0.263,0.15,3.258,0.537376412,0.393665268
186.8432391,125.1531849,0.263,0.15,3.282,0.545074153,0.23884312
153.906785,117.1529047,0.261,0.15,3.252,0.535451977,0.215525245
122.4972887,118.1607625,0.264,0.15,3.27,0.541225282,0.181427437
111.2225104,132.6784256,0.266,0.15,3.258,0.537376412,0.094786604
106.0059358,144.1957212,0.281,0.15,3.186,0.514283192,0.047091639
113.1907854,142.1535924,0.289,0.15,3.102,0.487341102,0.00703565
113.3625005,116.9004394,0.298,0.15,3.012,0.458474576,0
91.37401338,110.0422607,0.324,0.15,2.982,0.44954096,0
73.35190395,104.6803286,0.337,0.15,2.904,0.427507062,0
59.80832751,97.71817465,0.345,0.15,2.898,0.425812147,0
56.75833356,105.51089,0.351,0.15,2.862,0.415642655,0
56.08669463,126.7029752,0.351,0.15,2.778,0.391913842,0
57.71123977,152.4076834,0.352,0.15,2.772,0.390218927,0
61.16110512,167.7150887,0.349,0.15,2.778,0.391913842,0.016326806
75.94670297,170.1291533,0.347,0.15,2.91,0.429201977,0.073954037
97.99905798,175.2476557,0.312,0.15,3.03,0.464247881,0.189820169
137.9366129,168.4140153,0.273,0.15,3.138,0.498887712,0.320640671
178.6621054,187.48378,0.25,0.15,3.234,0.529678672,0.434833429
193.8337307,190.595989,0.238,0.15,3.27,0.541225282,0.526776126
184.6968778,149.0924182,0.232,0.15,3.318,0.557521186,0.554835971
184.2803479,135.1433966,0.225,0.15,3.312,0.55529661,0.390961295
179.1952994,129.1007595,0.224,0.15,3.348,0.568644068,0.374211559
189.0100919,134.5953681,0.224,0.15,3.348,0.568644068,0.329724706
195.7490705,126.2388424,0.235,0.15,3.378,0.579766949,0.42714027
186.8432391,125.1531849,0.238,0.15,3.408,0.590889831,0.415996814
153.906785,117.1529047,0.243,0.15,3.426,0.597563559,0.319951109
122.4972887,118.1607625,0.248,0.15,3.402,0.588665254,0.201562567
111.2225104,132.6784256,0.256,0.15,3.372,0.577542373,0.131394543
106.0059358,144.1957212,0.271,0.15,3.312,0.55529661,0.066500654
113.1907854,142.1535924,0.284,0.15,3.216,0.523905367,0.01463724
113.3625005,116.9004394,0.294,0.15,3.09,0.483492232,0
91.37401338,109.8682194,0.322,0.15,3.03,0.464247881,0
73.35190395,103.1737425,0.355,0.15,2.97,0.44615113,0
59.80832751,92.43321349,0.354,0.15,2.94,0.437676554,0
56.75833356,91.32352168,0.369,0.15,2.916,0.430896893,0
56.08669463,93.37796896,0.37,0.15,2.88,0.420727401,0
57.71123977,96.60945433,0.361,0.15,2.904,0.427507062,0
61.16110512,99.724818,0.352,0.15,2.904,0.427507062,0.009995066
75.94670297,107.8241254,0.332,0.15,2.982,0.44954096,0.06201745
97.99905798,130.812802,0.306,0.15,3.084,0.481567797,0.173278918
137.9366129,145.2061961,0.261,0.15,3.222,0.525829802,0.298132459
178.6621054,179.0845643,0.226,0.15,3.264,0.539300847,0.361602301
193.8337307,188.9395715,0.209,0.15,3.294,0.548923023,0.412617928
184.6968778,148.9588387,0.204,0.15,3.33,0.561970339,0.469913791
184.2803479,135.1417295,0.196,0.15,3.378,0.579766949,0.420290375
179.1952994,129.1007595,0.196,0.15,3.432,0.599788136,0.452383995
189.0100919,134.5953681,0.201,0.15,3.456,0.608686441,0.480897564
195.7490705,126.2388424,0.209,0.15,3.48,0.617584746,0.472912917
186.8432391,125.1531849,0.213,0.15,3.468,0.613135593,0.408268291
153.906785,117.1529047,0.218,0.15,3.444,0.604237288,0.338240457
122.4972887,118.1607625,0.223,0.15,3.414,0.593114407,0.214574454
111.2225104,132.6784256,0.23,0.15,3.396,0.586440678,0.106013917
106.0059358,144.1957212,0.246,0.15,3.306,0.553072034,0.033293206
113.1907854,142.1535924,0.251,0.15,3.228,0.527754237,0.003361509
113.3625005,116.9004394,0.251,0.15,3.15,0.502736582,0
91.37401338,109.8682194,0.274,0.15,3.084,0.481567797,0
73.35190395,103.1578457,0.294,0.15,3.03,0.464247881,0
59.80832751,92.14927799,0.29,0.15,2.994,0.452930791,0
56.75833356,89.69224286,0.297,0.15,2.976,0.447846045,0
56.08669463,89.0986237,0.292,0.15,2.97,0.44615113,0
57.71123977,89.37037936,0.282,0.15,3,0.454625706,0
61.16110512,90.27265486,0.283,0.15,3.048,0.470021186,0.008442793
75.94670297,99.20836994,0.289,0.15,3.12,0.493114407,0.025754041
97.99905798,125.5365777,0.255,0.15,3.21,0.521980932,0.067898781
137.9366129,143.3358113,0.229,0.15,3.228,0.527754237,0.102927416
178.6621054,178.7866343,0.21,0.15,3.258,0.537376412,0.066242979
193.8337307,188.9233219,0.199,0.15,3.24,0.531603107,0.142111449
184.6968778,148.9588387,0.191,0.15,3.3,0.550847458,0.409872051
184.2803479,135.1417295,0.188,0.15,3.336,0.564194915,0.610388112
179.1952994,129.1007595,0.186,0.15,3.348,0.568644068,0.649385431
189.0100919,134.5953681,0.193,0.15,3.396,0.586440678,0.699510457
195.7490705,126.2388424,0.2,0.15,3.36,0.57309322,0.578048108
186.8432391,125.1531849,0.207,0.15,3.336,0.564194915,0.509817435
153.906785,117.1529047,0.212,0.15,3.372,0.577542373,0.431643688
122.4972887,118.1607625,0.224,0.15,3.336,0.564194915,0.291859886
111.2225104,132.6784256,0.232,0.15,3.294,0.548923023,0.125232221
106.0059358,144.1957212,0.248,0.15,3.18,0.512358757,0.024367727
113.1907854,142.1535924,0.247,0.15,3.12,0.493114407,0.002648398
113.3625005,116.9004394,0.25,0.15,3.072,0.477718927,0
91.37401338,109.8682194,0.274,0.15,3.072,0.477718927,0
73.35209206,103.1578457,0.275,0.15,3.042,0.468096751,0
59.80769477,92.14927799,0.28,0.15,3.048,0.470021186,0
56.76561739,89.69224286,0.284,0.15,3.024,0.462323446,0
56.05943332,89.0986237,0.276,0.15,2.982,0.44954096,0
57.7577027,89.44943501,0.267,0.15,2.934,0.435981638,0
60.63409752,90.32731094,0.274,0.15,2.922,0.432591808,0.017592144
74.61444701,98.04919904,0.285,0.15,2.988,0.451235876,0.071982769
88.43353263,120.7273553,0.276,0.15,3.054,0.471945621,0.200871398
95.32795024,133.391061,0.237,0.15,3.126,0.495038842,0.311895152
86.3813753,164.5730307,0.221,0.15,3.138,0.498887712,0.354956174
74.98212713,170.2684538,0.209,0.15,3.216,0.523905367,0.382273181
67.59099592,127.845484,0.207,0.15,3.228,0.527754237,0.435162484
69.74598871,113.1034393,0.207,0.15,3.288,0.546998588,0.401088652
74.11768926,106.5919935,0.208,0.15,3.324,0.559745763,0.306291251
100.4356836,114.3408821,0.208,0.15,3.15,0.502736582,0.272216117
109.8300693,108.0204157,0.212,0.15,3.192,0.516207627,0.358200083
98.6670587,109.5333865,0.216,0.15,3.204,0.520056497,0.404292493
87.94170281,103.2047972,0.24,0.15,3.27,0.541225282,0.380026666
82.9786073,107.2717491,0.243,0.15,3.216,0.523905367,0.255202888
93.76387637,125.6473142,0.253,0.15,3.168,0.508509887,0.150791713
98.25568637,140.1456249,0.27,0.15,3.096,0.485416667,0.073041292
109.008268,141.3127419,0.28,0.15,3.06,0.473870056,0.020533919
111.1231306,116.2838157,0.295,0.15,2.982,0.44954096,0
91.4677382,109.8682194,0.333,0.15,2.898,0.425812147,0
76.34356451,103.3242286,0.362,0.15,2.922,0.432591808,0
59.45824869,95.79866357,0.366,0.15,2.916,0.430896893,0
50.67566408,101.6914719,0.372,0.15,2.898,0.425812147,0
44.05686514,107.5794262,0.378,0.15,2.898,0.425812147,0
42.23341184,119.2708935,0.377,0.15,2.862,0.415642655,0
41.07166134,126.6127184,0.377,0.15,2.868,0.417337571,0.008383431
43.09670605,125.4124558,0.368,0.15,2.964,0.444456215,0.060638945
54.35589934,119.7338384,0.34,0.15,3.024,0.462323446,0.123021312
69.18484366,127.3500564,0.317,0.15,3.12,0.493114407,0.171569124
77.53480733,148.4435288,0.275,0.15,3.144,0.500812147,0.255407148
80.33597569,145.0566577,0.252,0.15,3.186,0.514283192,0.294572135
98.60453885,132.5459422,0.239,0.15,3.198,0.518132062,0.272572996
114.5978567,151.7693343,0.228,0.15,3.18,0.512358757,0.409137917
128.9280703,158.4187819,0.21,0.15,3.222,0.525829802,0.53869878
120.7319043,172.9969396,0.217,0.15,3.234,0.529678672,0.550254137
117.056865,117.4512509,0.227,0.15,3.264,0.539300847,0.479292441
104.099827,109.3848019,0.238,0.15,3.216,0.523905367,0.427623422
96.50579773,124.3062844,0.258,0.15,3.192,0.516207627,0.308974502
99.69647908,155.9524528,0.29,0.15,3.156,0.504661017,0.126650202
110.5222263,201.4113016,0.297,0.15,3.12,0.493114407,0.077040737
103.2156965,140.3561868,0.306,0.15,3.09,0.483492232,0.035116624
95.36738771,121.6236818,0.312,0.15,3.048,0.470021186,0.003839854
80.43982077,100.9255215,0.325,0.15,3.024,0.462323446,0
66.64168975,95.20494059,0.357,0.15,3,0.454625706,0
55.6391782,99.64001752,0.379,0.15,2.898,0.425812147,0
54.88898067,101.5710125,0.374,0.15,2.916,0.430896893,0
55.60523744,111.2039649,0.365,0.15,2.892,0.424117232,0
56.0359463,124.1054146,0.353,0.15,2.91,0.429201977,0
57.71123977,150.458434,0.316,0.15,2.868,0.417337571,0
61.16110512,184.2033984,0.295,0.15,2.892,0.424117232,0.004615007
75.94670297,224.1901803,0.256,0.15,2.904,0.427507062,0.02763312
97.99905798,205.3171543,0.234,0.15,2.958,0.442761299,0.124412533
137.9366129,185.5517222,0.224,0.15,3.012,0.458474576,0.238429143
178.6621054,166.3376537,0.203,0.15,3.054,0.471945621,0.286842601
193.8337307,152.2606948,0.183,0.15,3.054,0.471945621,0.372586328
184.6968778,156.4364274,0.181,0.15,3.042,0.468096751,0.371667222
184.2803479,170.0030024,0.166,0.15,3.126,0.495038842,0.410539654
179.1952994,172.9855666,0.157,0.15,3.126,0.495038842,0.400855843
189.0100919,154.0930265,0.158,0.15,3.102,0.487341102,0.376775601
195.7490705,124.8641003,0.15,0.15,3.126,0.495038842,0.405086614
186.8432391,120.080813,0.171,0.15,3.102,0.487341102,0.337036993
153.906785,115.4577298,0.18,0.15,3.09,0.483492232,0.300663362
122.4972887,119.950245,0.205,0.15,3.036,0.466172316,0.147323664
111.2225104,126.1013607,0.218,0.15,2.982,0.44954096,0.121627777
106.0059358,123.647732,0.225,0.15,2.898,0.425812147,0.053146241
113.1907854,110.9023834,0.218,0.15,2.856,0.41394774,0.024302857
113.3625005,114.2714236,0.216,0.15,2.868,0.417337571,0
91.37401338,129.9925409,0.233,0.15,2.862,0.415642655,0
73.35190395,172.2450264,0.231,0.15,2.826,0.405473164,0
59.80832751,182.402669,0.209,0.15,2.838,0.408862994,0
56.75833356,206.4670279,0.208,0.15,2.808,0.400388418,0
56.08669463,221.6868768,0.211,0.15,2.82,0.403778249,0
57.71123977,239.4565332,0.207,0.15,2.82,0.403778249,0
61.16110512,263.4370181,0.198,0.15,2.826,0.405473164,0.020334467
75.94670297,295.9082116,0.2,0.15,2.82,0.403778249,0.071312622
97.99905798,274.094185,0.176,0.15,2.85,0.412252825,0.108266146
137.9366129,256.8957239,0.152,0.15,2.916,0.430896893,0.146584291
178.6621054,241.0047098,0.139,0.15,2.91,0.429201977,0.166664578
193.8337307,216.7309771,0.123,0.15,3.012,0.458474576,0.281269637
184.6968778,198.8290316,0.121,0.15,3.102,0.487341102,0.351763062
184.2803479,190.6366569,0.12,0.15,3.15,0.502736582,0.380862574
179.1952994,182.1924452,0.121,0.15,3.15,0.502736582,0.343618388
189.0100919,163.1894321,0.109,0.15,3.126,0.495038842,0.26311199
195.7490705,139.3939415,0.128,0.15,3.018,0.460399011,0.119171295
186.8432391,137.4138937,0.139,0.15,3.018,0.460399011,0.090505406
153.906785,131.2405553,0.157,0.15,3.048,0.470021186,0.104968559
122.4972887,132.6666988,0.172,0.15,3.048,0.470021186,0.076672825
111.2225104,136.5694635,0.194,0.15,3.024,0.462323446,0.062848336
106.0059358,131.3220732,0.205,0.15,3.006,0.456550141,0.037624107
113.1907854,116.9252794,0.208,0.15,2.982,0.44954096,0.004603726
113.3625005,124.814761,0.215,0.15,2.964,0.444456215,0
91.37401338,150.3937589,0.239,0.15,2.928,0.434286723,0
73.35190395,198.6395709,0.265,0.15,2.94,0.437676554,0
59.80832751,209.1394004,0.268,0.15,2.904,0.427507062,0
56.75833356,228.2915293,0.275,0.15,2.916,0.430896893,0
56.08669463,240.0283647,0.285,0.15,2.916,0.430896893,0
57.71123977,256.554541,0.291,0.15,2.916,0.430896893,0
61.16110512,281.3292865,0.297,0.15,2.892,0.424117232,0.007148434
75.94670297,312.9985002,0.287,0.15,2.916,0.430896893,0.043368222
97.99905798,287.5964114,0.24,0.15,2.952,0.441066384,0.099621678
137.9366129,266.5746604,0.207,0.15,2.97,0.44615113,0.220358217
178.6621054,248.1078127,0.191,0.15,2.952,0.441066384,0.265512142
193.8337307,228.3232818,0.18,0.15,3.018,0.460399011,0.314749175
184.6968778,220.6201056,0.177,0.15,2.994,0.452930791,0.353381776
184.2803479,217.2754917,0.177,0.15,3.048,0.470021186,0.363226912
179.1952994,205.6601974,0.175,0.15,3.084,0.481567797,0.425748901
189.0100919,176.4348999,0.18,0.15,3.096,0.485416667,0.46459479
195.7490705,140.8792515,0.195,0.15,3.09,0.483492232,0.480016722
186.8432391,131.4120329,0.202,0.15,3.102,0.487341102,0.359549454
153.906785,123.4032664,0.212,0.15,3.084,0.481567797,0.293274717
122.4972887,125.4847111,0.229,0.15,3.054,0.471945621,0.20918862
111.2225104,130.6366786,0.238,0.15,3.012,0.458474576,0.101212228
106.0059358,126.632818,0.253,0.15,2.988,0.451235876,0.033965517
113.1907854,113.026894,0.259,0.15,2.934,0.435981638,0.005118566
113.3625005,117.3628038,0.267,0.15,2.94,0.437676554,0
91.37401338,134.0327611,0.3,0.15,2.934,0.435981638,0
73.35190395,176.9606721,0.325,0.15,2.91,0.429201977,0
59.80832751,189.0885689,0.344,0.15,2.844,0.41055791,0
56.75833356,215.5759484,0.344,0.15,2.88,0.420727401,0
56.08669463,236.7128118,0.353,0.15,2.838,0.408862994,0
57.71123977,253.1606967,0.348,0.15,2.838,0.408862994,0
61.16110512,256.9463876,0.326,0.15,2.814,0.402083333,0.015841306
75.94670297,250.5345721,0.296,0.15,2.856,0.41394774,0.078268789
97.99905798,246.3424079,0.27,0.15,2.958,0.442761299,0.163180173
137.9366129,227.3741125,0.224,0.15,3.042,0.468096751,0.307059945
178.6621054,228.9135692,0.199,0.15,3.12,0.493114407,0.459567435
193.8337307,213.4725811,0.18,0.15,3.162,0.506585452,0.486791682
184.6968778,158.4611346,0.166,0.15,3.228,0.527754237,0.433327085
184.2803479,138.0963342,0.163,0.15,3.246,0.533527542,0.252585913
179.1952994,129.9918361,0.156,0.15,3.228,0.527754237,0.177305676
189.0100919,135.2143982,0.142,0.15,3.216,0.523905367,0.134397942
195.7490705,127.209324,0.143,0.15,3.21,0.521980932,0.09632805
186.8432391,127.1501649,0.159,0.15,3.138,0.498887712,0.093256766
153.906785,120.3655969,0.176,0.15,3.12,0.493114407,0.063679436
122.4972887,121.9814721,0.195,0.15,3.072,0.477718927,0.061087394
111.2225104,135.3506843,0.216,0.15,3.072,0.477718927,0.04092934
106.0059358,145.4499804,0.233,0.15,3.078,0.479643362,0.016080264
113.1907854,142.5830323,0.241,0.15,3.078,0.479643362,0.009421902
113.3625005,119.3572428,0.248,0.15,3.09,0.483492232,0
91.37401338,121.3527183,0.27,0.15,3.06,0.473870056,0
73.35190395,135.4121169,0.275,0.15,2.988,0.451235876,0
59.80832751,153.4933479,0.251,0.15,2.958,0.442761299,0
56.75833356,180.8546173,0.219,0.15,2.922,0.432591808,0
56.08669463,204.945084,0.216,0.15,2.91,0.429201977,0
57.71123977,218.9535841,0.212,0.15,2.91,0.429201977,0
61.16110512,217.6329451,0.212,0.15,2.958,0.442761299,0.004405236
75.94670297,210.0604998,0.233,0.15,2.994,0.452930791,0.041881999
97.99905798,209.1941074,0.206,0.15,3.066,0.475794492,0.137677448
137.9366129,196.9356354,0.17,0.15,3.126,0.495038842,0.198041209
178.6621054,205.912849,0.156,0.15,3.216,0.523905367,0.250872092
193.8337307,199.5476356,0.142,0.15,3.222,0.525829802,0.254817641
184.6968778,151.9554562,0.125,0.15,3.258,0.537376412,0.29038838
184.2803479,135.8302575,0.124,0.15,3.288,0.546998588,0.166105203
179.1952994,129.2416497,0.124,0.15,3.258,0.537376412,0.316159294
189.0100919,134.6079542,0.126,0.15,3.36,0.57309322,0.506052123
195.7490705,126.2388424,0.129,0.15,3.426,0.597563559,0.547773616
186.8432391,125.1531849,0.141,0.15,3.408,0.590889831,0.503871639
153.906785,117.1529047,0.154,0.15,3.378,0.579766949,0.340932164
122.4972887,118.1607625,0.174,0.15,3.336,0.564194915,0.141463502
111.2225104,132.6784256,0.195,0.15,3.282,0.545074153,0.050049584
106.0059358,144.1957212,0.207,0.15,3.204,0.520056497,0.016886164
113.1907854,142.1535924,0.213,0.15,3.138,0.498887712,0.00185887
113.3625005,116.9350107,0.23,0.15,3.09,0.483492232,0
91.37401338,110.6789018,0.257,0.15,3.024,0.462323446,0
73.35209206,107.7650276,0.293,0.15,2.97,0.44615113,0
59.80769477,105.1980673,0.312,0.15,2.946,0.439371469,0
56.76561739,117.3772857,0.315,0.15,2.898,0.425812147,0
56.05943332,139.0377185,0.315,0.15,2.856,0.41394774,0
57.7577027,161.5590406,0.296,0.15,2.838,0.408862994,0
60.63409752,170.0215855,0.306,0.15,2.838,0.408862994,0.015731573
74.61444701,162.609698,0.294,0.15,3.006,0.456550141,0.065622452
88.43353263,158.3516703,0.274,0.15,3.162,0.506585452,0.116354667
95.32795024,147.8782169,0.256,0.15,3.282,0.545074153,0.254183861
86.3813753,167.6691732,0.222,0.15,3.39,0.584216102,0.375711937
74.98212713,170.5206711,0.207,0.15,3.462,0.610911017,0.349337108
67.59099592,127.845693,0.198,0.15,3.462,0.610911017,0.246164062
69.74598871,113.1034393,0.191,0.15,3.516,0.630932203,0.494984106
74.11768926,106.5919935,0.194,0.15,3.57,0.65095339,0.691971607
100.4356836,114.3408821,0.196,0.15,3.608,0.664583333,0.640401136
109.8300693,108.0204157,0.204,0.15,3.624,0.669597458,0.60936425
98.6670587,109.5333865,0.207,0.15,3.704,0.694668079,0.515958855
87.94170281,103.2047972,0.225,0.15,3.616,0.667090395,0.256486518
82.9786073,107.2717491,0.236,0.15,3.558,0.646504237,0.072688625
93.76387637,125.6473142,0.239,0.15,3.438,0.602012712,0.061286502
98.25568637,140.1456249,0.257,0.15,3.372,0.577542373,0.038348638
109.008268,141.3127419,0.266,0.15,3.246,0.533527542,0.007046356
111.1231306,116.2838157,0.285,0.15,3.162,0.506585452,0
91.4677382,109.8682194,0.282,0.15,3.12,0.493114407,0
76.34356451,103.1823693,0.275,0.15,3.066,0.475794492,0
59.45824869,94.6857557,0.257,0.15,3.036,0.466172316,0
50.67566408,97.03984226,0.23,0.15,2.994,0.452930791,0
44.05686514,93.61861027,0.217,0.15,3.03,0.464247881,0
42.23341184,91.27981046,0.222,0.15,3.012,0.458474576,0
41.07166134,89,0.228,0.15,3.048,0.470021186,0.020611674
43.09670605,89.31390346,0.214,0.15,3.102,0.487341102,0.062989984
54.35589934,94.76171522,0.206,0.15,3.246,0.533527542,0.178103798
69.18484366,115.6451629,0.188,0.15,3.39,0.584216102,0.313117852
77.53480733,144.8556438,0.163,0.15,3.498,0.624258475,0.441154449
80.33597569,144.4996441,0.151,0.15,3.54,0.639830508,0.550156258
98.60453885,132.52105,0.129,0.15,3.582,0.655402542,0.639604863
114.5978567,151.7693343,0.11,0.15,3.656,0.679625706,0.647393767
128.9280703,158.4187819,0.108,0.15,3.6,0.662076271,0.336343425
120.7319043,172.9969396,0.082,0.15,3.546,0.642055085,0.330824245
117.056865,117.4512509,0.069,0.15,3.48,0.617584746,0.43756244
104.099827,109.3848019,0.07,0.15,3.426,0.597563559,0.447077389
96.50579773,124.3062844,0.09,0.15,3.462,0.610911017,0.418219905
99.69647908,155.9524528,0.131,0.15,3.45,0.606461864,0.29528319
110.5222263,201.4113016,0.172,0.15,3.342,0.566419492,0.166774515
103.2156965,140.3561868,0.182,0.15,3.246,0.533527542,0.061139834
95.36738771,121.6236818,0.189,0.15,3.168,0.508509887,0.006343163
80.43982077,100.9255215,0.209,0.15,3.066,0.475794492,0
66.64168975,94.94580741,0.217,0.15,3.072,0.477718927,0
55.6391782,97.82738639,0.232,0.15,3.078,0.479643362,0
54.88898067,94.99112461,0.245,0.15,3.006,0.456550141,0
55.60523744,93.9487839,0.252,0.15,3,0.454625706,0
56.0359463,89.0986237,0.251,0.15,3.012,0.458474576,0
57.71123977,89.37037936,0.23,0.15,3.012,0.458474576,0
61.16110512,90.27265486,0.232,0.15,2.982,0.44954096,0.017992267
75.94670297,99.20836994,0.228,0.15,3.096,0.485416667,0.076314951
97.99905798,125.5365777,0.235,0.15,3.186,0.514283192,0.179175047
137.9366129,143.3358113,0.209,0.15,3.228,0.527754237,0.305607524
178.6621054,178.7866343,0.182,0.15,3.3,0.550847458,0.415966353
193.8337307,188.9233219,0.164,0.15,3.336,0.564194915,0.502958943
184.6968778,148.9588387,0.142,0.15,3.378,0.579766949,0.550534847
184.2803479,135.1417295,0.137,0.15,3.408,0.590889831,0.58507368
179.1952994,129.1007595,0.136,0.15,3.408,0.590889831,0.580499896
189.0100919,134.5953681,0.121,0.15,3.444,0.604237288,0.542089056
195.7490705,126.2388424,0.113,0.15,3.51,0.628707627,0.545649318
186.8432391,125.1531849,0.116,0.15,3.456,0.608686441,0.384286057
153.906785,117.1529047,0.161,0.15,3.45,0.606461864,0.408589489
122.4972887,118.1607625,0.218,0.15,3.438,0.602012712,0.291594608
111.2225104,132.6784256,0.242,0.15,3.384,0.581991525,0.158455001
106.0059358,144.1957212,0.232,0.15,3.36,0.57309322,0.060541766
113.1907854,142.1535924,0.211,0.15,3.174,0.510434322,0.008907807
113.3625005,116.9004394,0.216,0.15,3.102,0.487341102,0
91.37401338,109.8682194,0.24,0.15,3.042,0.468096751,0
73.35190395,103.1578457,0.267,0.15,3,0.454625706,0
59.80832751,92.14927799,0.237,0.15,3.024,0.462323446,0
56.75833356,89.69224286,0.222,0.15,3.048,0.470021186,0
56.08669463,89.0986237,0.213,0.15,3.024,0.462323446,0
57.71123977,89.37037936,0.209,0.15,3.018,0.460399011,0
61.16110512,90.27265486,0.211,0.15,3.042,0.468096751,0.004314976
75.94670297,99.20836994,0.234,0.15,3.108,0.489265537,0.064429468
97.99905798,125.5365777,0.199,0.15,3.234,0.529678672,0.161520984
137.9366129,143.3358113,0.176,0.15,3.372,0.577542373,0.288625562
178.6621054,178.7866343,0.157,0.15,3.486,0.619809322,0.337170216
193.8337307,188.9233219,0.145,0.15,3.498,0.624258475,0.212302682
184.6968778,148.9588387,0.118,0.15,3.51,0.628707627,0.139004566
184.2803479,135.1417295,0.118,0.15,3.39,0.584216102,0.090347241
179.1952994,129.1007595,0.118,0.15,3.264,0.539300847,0.100310095
189.0100919,134.5953681,0.095,0.15,3.246,0.533527542,0.101687138
195.7490705,126.2388424,0.097,0.15,3.27,0.541225282,0.113682371
186.8432391,125.1531849,0.13,0.15,3.342,0.566419492,0.259389074
153.906785,117.1529047,0.16,0.15,3.426,0.597563559,0.389079284
122.4972887,118.1607625,0.173,0.15,3.426,0.597563559,0.294055877
111.2225104,132.6784256,0.186,0.15,3.378,0.579766949,0.141022265
106.0059358,144.1957212,0.201,0.15,3.348,0.568644068,0.049324701
113.1907854,142.1535924,0.207,0.15,3.174,0.510434322,0.003383434
113.3625005,116.9004394,0.207,0.15,3.132,0.496963277,0
91.37401338,109.8682194,0.234,0.15,3.078,0.479643362,0
73.35190395,103.1578457,0.253,0.15,3.054,0.471945621,0
59.80832751,92.14927799,0.229,0.15,3.03,0.464247881,0
56.75833356,89.69224286,0.221,0.15,3.066,0.475794492,0
56.08669463,89.0986237,0.226,0.15,3.036,0.466172316,0
57.71123977,89.37037936,0.218,0.15,3.054,0.471945621,0
61.16110512,90.27265486,0.228,0.15,3.066,0.475794492,0.001623424
75.94670297,99.20836994,0.255,0.15,3.078,0.479643362,0.010944178
97.99905798,125.5365777,0.222,0.15,3.078,0.479643362,0.023140052
137.9366129,143.3358113,0.194,0.15,3.09,0.483492232,0.062762721
178.6621054,178.7866343,0.176,0.15,3.126,0.495038842,0.097894219
193.8337307,188.9233219,0.164,0.15,3.12,0.493114407,0.15176016
184.6968778,148.9588387,0.163,0.15,3.15,0.502736582,0.24258145
184.2803479,135.1417295,0.157,0.15,3.174,0.510434322,0.282522032
179.1952994,129.1007595,0.154,0.15,3.252,0.535451977,0.387804532
189.0100919,134.5953681,0.154,0.15,3.27,0.541225282,0.346009069
195.7490705,126.2388424,0.157,0.15,3.27,0.541225282,0.172265528
186.8432391,125.1531849,0.159,0.15,3.264,0.539300847,0.201782705
153.906785,117.1529047,0.161,0.15,3.258,0.537376412,0.232067855
122.4972887,118.1607625,0.169,0.15,3.24,0.531603107,0.132901742
111.2225104,132.6784256,0.181,0.15,3.198,0.518132062,0.090225287
106.0059358,144.1957212,0.189,0.15,3.126,0.495038842,0.016967594
113.1907854,142.1535924,0.194,0.15,3.072,0.477718927,0.002943393
113.3625005,116.9004394,0.209,0.15,3.06,0.473870056,0
