elec_grid_buy.emission_factor,elec_grid_sell.emission_factor,elec_grid_buy.variable_costs,elec_grid_sell.variable_costs
0.462110793,-0.462110793,0.3,-0.06
0.484340255,-0.484340255,0.3,-0.06
0.479483072,-0.479483072,0.3,-0.06
0.467344035,-0.467344035,0.3,-0.06
0.45877106,-0.45877106,0.3,-0.06
0.458938854,-0.458938854,0.3,-0.06
0.458562291,-0.458562291,0.3,-0.06
0.462227445,-0.462227445,0.3,-0.06
0.469303255,-0.469303255,0.3,-0.06
0.480998644,-0.480998644,0.3,-0.06
0.491981397,-0.491981397,0.3,-0.06
0.509149948,-0.509149948,0.3,-0.06
0.526098059,-0.526098059,0.3,-0.06
0.521986821,-0.521986821,0.3,-0.06
0.503903383,-0.503903383,0.3,-0.06
0.467078838,-0.467078838,0.3,-0.06
0.423260803,-0.423260803,0.3,-0.06
0.40615145,-0.40615145,0.3,-0.06
0.408449145,-0.408449145,0.3,-0.06
0.411629858,-0.411629858,0.3,-0.06
0.414564516,-0.414564516,0.3,-0.06
0.427676049,-0.427676049,0.3,-0.06
0.442634511,-0.442634511,0.3,-0.06
0.470333323,-0.470333323,0.3,-0.06
0.506744954,-0.506744954,0.3,-0.06
0.528465168,-0.528465168,0.3,-0.06
0.53443754,-0.53443754,0.3,-0.06
0.52749541,-0.52749541,0.3,-0.06
0.52265142,-0.52265142,0.3,-0.06
0.518886781,-0.518886781,0.3,-0.06
0.516798499,-0.516798499,0.3,-0.06
0.521055968,-0.521055968,0.3,-0.06
0.522262203,-0.522262203,0.3,-0.06
0.5238551,-0.5238551,0.3,-0.06
0.521862464,-0.521862464,0.3,-0.06
0.524876024,-0.524876024,0.3,-0.06
0.535683989,-0.535683989,0.3,-0.06
0.530460497,-0.530460497,0.3,-0.06
0.50634086,-0.50634086,0.3,-0.06
0.472100913,-0.472100913,0.3,-0.06
0.440693961,-0.440693961,0.3,-0.06
0.428207252,-0.428207252,0.3,-0.06
0.423088207,-0.423088207,0.3,-0.06
0.420595882,-0.420595882,0.3,-0.06
0.428200394,-0.428200394,0.3,-0.06
0.444176822,-0.444176822,0.3,-0.06
0.471472473,-0.471472473,0.3,-0.06
0.491917433,-0.491917433,0.3,-0.06
0.517420866,-0.517420866,0.3,-0.06
0.5378938,-0.5378938,0.3,-0.06
0.535323119,-0.535323119,0.3,-0.06
0.530659737,-0.530659737,0.3,-0.06
0.52764536,-0.52764536,0.3,-0.06
0.522983128,-0.522983128,0.3,-0.06
0.518776627,-0.518776627,0.3,-0.06
0.515266586,-0.515266586,0.3,-0.06
0.509085644,-0.509085644,0.3,-0.06
0.50282293,-0.50282293,0.3,-0.06
0.501647639,-0.501647639,0.3,-0.06
0.503615585,-0.503615585,0.3,-0.06
0.499989232,-0.499989232,0.3,-0.06
0.492342593,-0.492342593,0.3,-0.06
0.469927403,-0.469927403,0.3,-0.06
0.435926705,-0.435926705,0.3,-0.06
0.398950451,-0.398950451,0.3,-0.06
0.372461813,-0.372461813,0.3,-0.06
0.359517786,-0.359517786,0.3,-0.06
0.365278358,-0.365278358,0.3,-0.06
0.366283546,-0.366283546,0.3,-0.06
0.371701266,-0.371701266,0.3,-0.06
0.389899205,-0.389899205,0.3,-0.06
0.424339314,-0.424339314,0.3,-0.06
0.459244875,-0.459244875,0.3,-0.06
0.488197051,-0.488197051,0.3,-0.06
0.494159597,-0.494159597,0.3,-0.06
0.486750184,-0.486750184,0.3,-0.06
0.478436304,-0.478436304,0.3,-0.06
0.470187214,-0.470187214,0.3,-0.06
0.469041652,-0.469041652,0.3,-0.06
0.453034205,-0.453034205,0.3,-0.06
0.456590191,-0.456590191,0.3,-0.06
0.465595389,-0.465595389,0.3,-0.06
0.477987713,-0.477987713,0.3,-0.06
0.484457265,-0.484457265,0.3,-0.06
0.487939753,-0.487939753,0.3,-0.06
0.479546993,-0.479546993,0.3,-0.06
0.464636068,-0.464636068,0.3,-0.06
0.436324035,-0.436324035,0.3,-0.06
0.39374655,-0.39374655,0.3,-0.06
0.360228066,-0.360228066,0.3,-0.06
0.338466515,-0.338466515,0.3,-0.06
0.329084526,-0.329084526,0.3,-0.06
0.32186827,-0.32186827,0.3,-0.06
0.331990647,-0.331990647,0.3,-0.06
0.373749683,-0.373749683,0.3,-0.06
0.415600314,-0.415600314,0.3,-0.06
0.452221607,-0.452221607,0.3,-0.06
0.472923489,-0.472923489,0.3,-0.06
0.475204452,-0.475204452,0.3,-0.06
0.469006927,-0.469006927,0.3,-0.06
0.470352584,-0.470352584,0.3,-0.06
0.473330976,-0.473330976,0.3,-0.06
0.475241069,-0.475241069,0.3,-0.06
0.479181778,-0.479181778,0.3,-0.06
0.482219122,-0.482219122,0.3,-0.06
0.481673573,-0.481673573,0.3,-0.06
0.48898805,-0.48898805,0.3,-0.06
0.494044782,-0.494044782,0.3,-0.06
0.498185146,-0.498185146,0.3,-0.06
0.489735808,-0.489735808,0.3,-0.06
0.460813448,-0.460813448,0.3,-0.06
0.415959642,-0.415959642,0.3,-0.06
0.375531522,-0.375531522,0.3,-0.06
0.340325277,-0.340325277,0.3,-0.06
0.298233448,-0.298233448,0.3,-0.06
0.265333523,-0.265333523,0.3,-0.06
0.256915509,-0.256915509,0.3,-0.06
0.274537485,-0.274537485,0.3,-0.06
0.314747746,-0.314747746,0.3,-0.06
0.364281654,-0.364281654,0.3,-0.06
0.41274877,-0.41274877,0.3,-0.06
0.443089666,-0.443089666,0.3,-0.06
0.436478253,-0.436478253,0.3,-0.06
0.411823403,-0.411823403,0.3,-0.06
0.39836501,-0.39836501,0.3,-0.06
0.383314544,-0.383314544,0.3,-0.06
0.358781481,-0.358781481,0.3,-0.06
0.362461953,-0.362461953,0.3,-0.06
0.368826505,-0.368826505,0.3,-0.06
0.386035434,-0.386035434,0.3,-0.06
0.408227457,-0.408227457,0.3,-0.06
0.426964333,-0.426964333,0.3,-0.06
0.43552198,-0.43552198,0.3,-0.06
0.429750209,-0.429750209,0.3,-0.06
0.407618471,-0.407618471,0.3,-0.06
0.380590331,-0.380590331,0.3,-0.06
0.340154532,-0.340154532,0.3,-0.06
0.298263945,-0.298263945,0.3,-0.06
0.266400094,-0.266400094,0.3,-0.06
0.250381561,-0.250381561,0.3,-0.06
0.260391434,-0.260391434,0.3,-0.06
0.299798587,-0.299798587,0.3,-0.06
0.341956273,-0.341956273,0.3,-0.06
0.387262835,-0.387262835,0.3,-0.06
0.42461178,-0.42461178,0.3,-0.06
0.449687843,-0.449687843,0.3,-0.06
0.434662826,-0.434662826,0.3,-0.06
0.416489677,-0.416489677,0.3,-0.06
0.406833068,-0.406833068,0.3,-0.06
0.394611931,-0.394611931,0.3,-0.06
0.390591481,-0.390591481,0.3,-0.06
0.393029134,-0.393029134,0.3,-0.06
0.405772867,-0.405772867,0.3,-0.06
0.41733069,-0.41733069,0.3,-0.06
0.429871703,-0.429871703,0.3,-0.06
0.446115943,-0.446115943,0.3,-0.06
0.456234967,-0.456234967,0.3,-0.06
0.450844462,-0.450844462,0.3,-0.06
0.439894005,-0.439894005,0.3,-0.06
0.420376694,-0.420376694,0.3,-0.06
0.383937842,-0.383937842,0.3,-0.06
0.335504008,-0.335504008,0.3,-0.06
0.288268335,-0.288268335,0.3,-0.06
0.278107801,-0.278107801,0.3,-0.06
0.283018193,-0.283018193,0.3,-0.06
0.299219386,-0.299219386,0.3,-0.06
0.32971304,-0.32971304,0.3,-0.06
0.380559149,-0.380559149,0.3,-0.06
0.430510744,-0.430510744,0.3,-0.06
0.459117909,-0.459117909,0.3,-0.06
0.441959988,-0.441959988,0.3,-0.06
0.412963989,-0.412963989,0.3,-0.06
0.396334373,-0.396334373,0.3,-0.06
0.388325246,-0.388325246,0.3,-0.06
0.383082284,-0.383082284,0.3,-0.06
0.374855279,-0.374855279,0.3,-0.06
0.370051009,-0.370051009,0.3,-0.06
0.370513975,-0.370513975,0.3,-0.06
0.383050086,-0.383050086,0.3,-0.06
0.416537241,-0.416537241,0.3,-0.06
0.43216881,-0.43216881,0.3,-0.06
0.423539476,-0.423539476,0.3,-0.06
0.404548542,-0.404548542,0.3,-0.06
0.373471079,-0.373471079,0.3,-0.06
0.327202321,-0.327202321,0.3,-0.06
0.27678551,-0.27678551,0.3,-0.06
0.234720894,-0.234720894,0.3,-0.06
0.202902146,-0.202902146,0.3,-0.06
0.194536194,-0.194536194,0.3,-0.06
0.199946221,-0.199946221,0.3,-0.06
0.214210688,-0.214210688,0.3,-0.06
0.280487853,-0.280487853,0.3,-0.06
0.326887045,-0.326887045,0.3,-0.06
0.359948032,-0.359948032,0.3,-0.06
0.362796614,-0.362796614,0.3,-0.06
0.344916055,-0.344916055,0.3,-0.06
0.330802595,-0.330802595,0.3,-0.06
0.315240845,-0.315240845,0.3,-0.06
0.297478318,-0.297478318,0.3,-0.06
0.29248606,-0.29248606,0.3,-0.06
0.305836382,-0.305836382,0.3,-0.06
0.318525578,-0.318525578,0.3,-0.06
0.334566469,-0.334566469,0.3,-0.06
0.344979553,-0.344979553,0.3,-0.06
0.358978206,-0.358978206,0.3,-0.06
0.357008008,-0.357008008,0.3,-0.06
0.351639564,-0.351639564,0.3,-0.06
0.322342237,-0.322342237,0.3,-0.06
0.272254076,-0.272254076,0.3,-0.06
0.236296248,-0.236296248,0.3,-0.06
0.209692772,-0.209692772,0.3,-0.06
0.199667707,-0.199667707,0.3,-0.06
0.203033953,-0.203033953,0.3,-0.06
0.211943608,-0.211943608,0.3,-0.06
0.236643064,-0.236643064,0.3,-0.06
0.289651917,-0.289651917,0.3,-0.06
0.358524494,-0.358524494,0.3,-0.06
0.408481151,-0.408481151,0.3,-0.06
0.40483213,-0.40483213,0.3,-0.06
0.384672171,-0.384672171,0.3,-0.06
0.377187642,-0.377187642,0.3,-0.06
0.383094159,-0.383094159,0.3,-0.06
0.374895148,-0.374895148,0.3,-0.06
0.367798768,-0.367798768,0.3,-0.06
0.373481966,-0.373481966,0.3,-0.06
0.392772783,-0.392772783,0.3,-0.06
0.410460169,-0.410460169,0.3,-0.06
0.42571765,-0.42571765,0.3,-0.06
0.437232164,-0.437232164,0.3,-0.06
0.413005331,-0.413005331,0.3,-0.06
0.376150298,-0.376150298,0.3,-0.06
0.326610935,-0.326610935,0.3,-0.06
0.274853456,-0.274853456,0.3,-0.06
0.240058786,-0.240058786,0.3,-0.06
0.219536649,-0.219536649,0.3,-0.06
0.214444324,-0.214444324,0.3,-0.06
0.221586175,-0.221586175,0.3,-0.06
0.235600324,-0.235600324,0.3,-0.06
0.272560986,-0.272560986,0.3,-0.06
0.344462068,-0.344462068,0.3,-0.06
0.404040786,-0.404040786,0.3,-0.06
0.443497722,-0.443497722,0.3,-0.06
0.444042391,-0.444042391,0.3,-0.06
0.421997475,-0.421997475,0.3,-0.06
0.412742883,-0.412742883,0.3,-0.06
0.40499822,-0.40499822,0.3,-0.06
0.397202727,-0.397202727,0.3,-0.06
0.398874164,-0.398874164,0.3,-0.06
0.41128792,-0.41128792,0.3,-0.06
0.432159845,-0.432159845,0.3,-0.06
0.456263402,-0.456263402,0.3,-0.06
0.470184185,-0.470184185,0.3,-0.06
0.461565896,-0.461565896,0.3,-0.06
0.423557998,-0.423557998,0.3,-0.06
0.368517969,-0.368517969,0.3,-0.06
0.323170563,-0.323170563,0.3,-0.06
0.271695788,-0.271695788,0.3,-0.06
0.242575166,-0.242575166,0.3,-0.06
0.225653623,-0.225653623,0.3,-0.06
0.218588291,-0.218588291,0.3,-0.06
0.224876888,-0.224876888,0.3,-0.06
0.239976728,-0.239976728,0.3,-0.06
0.267038363,-0.267038363,0.3,-0.06
0.335102512,-0.335102512,0.3,-0.06
0.420965271,-0.420965271,0.3,-0.06
0.4731562,-0.4731562,0.3,-0.06
0.45848766,-0.45848766,0.3,-0.06
0.413975562,-0.413975562,0.3,-0.06
0.378485755,-0.378485755,0.3,-0.06
0.339989178,-0.339989178,0.3,-0.06
0.306378497,-0.306378497,0.3,-0.06
0.297300193,-0.297300193,0.3,-0.06
0.29844137,-0.29844137,0.3,-0.06
0.295006299,-0.295006299,0.3,-0.06
0.289495084,-0.289495084,0.3,-0.06
0.286745948,-0.286745948,0.3,-0.06
0.279273391,-0.279273391,0.3,-0.06
0.260795919,-0.260795919,0.3,-0.06
0.240328332,-0.240328332,0.3,-0.06
0.218461726,-0.218461726,0.3,-0.06
0.190761926,-0.190761926,0.3,-0.06
0.164159246,-0.164159246,0.3,-0.06
0.15905889,-0.15905889,0.3,-0.06
0.159717595,-0.159717595,0.3,-0.06
0.163376237,-0.163376237,0.3,-0.06
0.161783292,-0.161783292,0.3,-0.06
0.169378917,-0.169378917,0.3,-0.06
0.174281032,-0.174281032,0.3,-0.06
0.192554482,-0.192554482,0.3,-0.06
0.208665912,-0.208665912,0.3,-0.06
0.201928401,-0.201928401,0.3,-0.06
0.192747332,-0.192747332,0.3,-0.06
0.189805397,-0.189805397,0.3,-0.06
0.198825578,-0.198825578,0.3,-0.06
0.20993144,-0.20993144,0.3,-0.06
0.212294451,-0.212294451,0.3,-0.06
0.214983623,-0.214983623,0.3,-0.06
0.216537289,-0.216537289,0.3,-0.06
0.217250733,-0.217250733,0.3,-0.06
0.201604365,-0.201604365,0.3,-0.06
0.199034083,-0.199034083,0.3,-0.06
0.193320803,-0.193320803,0.3,-0.06
0.17653826,-0.17653826,0.3,-0.06
0.16208378,-0.16208378,0.3,-0.06
0.149960431,-0.149960431,0.3,-0.06
0.14729487,-0.14729487,0.3,-0.06
0.154276187,-0.154276187,0.3,-0.06
0.163640562,-0.163640562,0.3,-0.06
0.166908466,-0.166908466,0.3,-0.06
0.178677223,-0.178677223,0.3,-0.06
0.190642554,-0.190642554,0.3,-0.06
0.207871581,-0.207871581,0.3,-0.06
0.233109649,-0.233109649,0.3,-0.06
0.254489574,-0.254489574,0.3,-0.06
0.26236453,-0.26236453,0.3,-0.06
0.259184267,-0.259184267,0.3,-0.06
0.258874443,-0.258874443,0.3,-0.06
0.250020169,-0.250020169,0.3,-0.06
0.242091674,-0.242091674,0.3,-0.06
0.246895605,-0.246895605,0.3,-0.06
0.2493164,-0.2493164,0.3,-0.06
0.257970559,-0.257970559,0.3,-0.06
0.280282892,-0.280282892,0.3,-0.06
0.298590553,-0.298590553,0.3,-0.06
0.306737818,-0.306737818,0.3,-0.06
0.303587754,-0.303587754,0.3,-0.06
0.290022844,-0.290022844,0.3,-0.06
0.261291254,-0.261291254,0.3,-0.06
0.236606077,-0.236606077,0.3,-0.06
0.222526795,-0.222526795,0.3,-0.06
0.214092373,-0.214092373,0.3,-0.06
0.206980696,-0.206980696,0.3,-0.06
0.205974188,-0.205974188,0.3,-0.06
0.221525755,-0.221525755,0.3,-0.06
0.245947985,-0.245947985,0.3,-0.06
0.275422721,-0.275422721,0.3,-0.06
0.291768382,-0.291768382,0.3,-0.06
0.309942896,-0.309942896,0.3,-0.06
0.302558093,-0.302558093,0.3,-0.06
0.292121319,-0.292121319,0.3,-0.06
0.287509752,-0.287509752,0.3,-0.06
0.277623303,-0.277623303,0.3,-0.06
0.26300307,-0.26300307,0.3,-0.06
0.269278623,-0.269278623,0.3,-0.06
0.316138064,-0.316138064,0.3,-0.06
0.367399506,-0.367399506,0.3,-0.06
0.387072224,-0.387072224,0.3,-0.06
0.382916356,-0.382916356,0.3,-0.06
0.387976131,-0.387976131,0.3,-0.06
0.374201494,-0.374201494,0.3,-0.06
0.344876167,-0.344876167,0.3,-0.06
0.309764213,-0.309764213,0.3,-0.06
0.285919898,-0.285919898,0.3,-0.06
0.269852655,-0.269852655,0.3,-0.06
0.25125087,-0.25125087,0.3,-0.06
0.244486804,-0.244486804,0.3,-0.06
0.247622071,-0.247622071,0.3,-0.06
0.261657049,-0.261657049,0.3,-0.06
0.293973943,-0.293973943,0.3,-0.06
0.333679229,-0.333679229,0.3,-0.06
0.373566033,-0.373566033,0.3,-0.06
0.40641701,-0.40641701,0.3,-0.06
0.402071757,-0.402071757,0.3,-0.06
0.379073267,-0.379073267,0.3,-0.06
0.361275163,-0.361275163,0.3,-0.06
0.360372681,-0.360372681,0.3,-0.06
0.357313641,-0.357313641,0.3,-0.06
0.366450474,-0.366450474,0.3,-0.06
0.387386837,-0.387386837,0.3,-0.06
0.410952438,-0.410952438,0.3,-0.06
0.427830592,-0.427830592,0.3,-0.06
0.428483777,-0.428483777,0.3,-0.06
0.438938129,-0.438938129,0.3,-0.06
0.436347702,-0.436347702,0.3,-0.06
0.420227959,-0.420227959,0.3,-0.06
0.386519685,-0.386519685,0.3,-0.06
0.369437683,-0.369437683,0.3,-0.06
0.361059976,-0.361059976,0.3,-0.06
0.360234553,-0.360234553,0.3,-0.06
0.360584378,-0.360584378,0.3,-0.06
0.363135501,-0.363135501,0.3,-0.06
0.373671497,-0.373671497,0.3,-0.06
0.386537347,-0.386537347,0.3,-0.06
0.400016793,-0.400016793,0.3,-0.06
0.423703152,-0.423703152,0.3,-0.06
0.440296622,-0.440296622,0.3,-0.06
0.449438983,-0.449438983,0.3,-0.06
0.445972288,-0.445972288,0.3,-0.06
0.442468214,-0.442468214,0.3,-0.06
0.429027942,-0.429027942,0.3,-0.06
0.410438315,-0.410438315,0.3,-0.06
0.381704331,-0.381704331,0.3,-0.06
0.361993309,-0.361993309,0.3,-0.06
0.355052241,-0.355052241,0.3,-0.06
0.356457973,-0.356457973,0.3,-0.06
0.363444078,-0.363444078,0.3,-0.06
0.372029391,-0.372029391,0.3,-0.06
0.382177426,-0.382177426,0.3,-0.06
0.379782379,-0.379782379,0.3,-0.06
0.359589067,-0.359589067,0.3,-0.06
0.338230383,-0.338230383,0.3,-0.06
0.31734742,-0.31734742,0.3,-0.06
0.310053223,-0.310053223,0.3,-0.06
0.308514796,-0.308514796,0.3,-0.06
0.312547278,-0.312547278,0.3,-0.06
0.325748362,-0.325748362,0.3,-0.06
0.3539299,-0.3539299,0.3,-0.06
0.392829772,-0.392829772,0.3,-0.06
0.443064949,-0.443064949,0.3,-0.06
0.477252397,-0.477252397,0.3,-0.06
0.484635512,-0.484635512,0.3,-0.06
0.486199525,-0.486199525,0.3,-0.06
0.484416007,-0.484416007,0.3,-0.06
0.471947128,-0.471947128,0.3,-0.06
0.454751111,-0.454751111,0.3,-0.06
0.444713938,-0.444713938,0.3,-0.06
0.435216595,-0.435216595,0.3,-0.06
0.425810325,-0.425810325,0.3,-0.06
0.424458275,-0.424458275,0.3,-0.06
0.440843528,-0.440843528,0.3,-0.06
0.45400229,-0.45400229,0.3,-0.06
0.455067692,-0.455067692,0.3,-0.06
0.449808091,-0.449808091,0.3,-0.06
0.431129981,-0.431129981,0.3,-0.06
0.416809365,-0.416809365,0.3,-0.06
0.402064321,-0.402064321,0.3,-0.06
0.387640193,-0.387640193,0.3,-0.06
0.37598968,-0.37598968,0.3,-0.06
0.381321221,-0.381321221,0.3,-0.06
0.392770389,-0.392770389,0.3,-0.06
0.411516692,-0.411516692,0.3,-0.06
0.450468258,-0.450468258,0.3,-0.06
0.503173504,-0.503173504,0.3,-0.06
0.555399894,-0.555399894,0.3,-0.06
0.577874436,-0.577874436,0.3,-0.06
0.576850743,-0.576850743,0.3,-0.06
0.575564394,-0.575564394,0.3,-0.06
0.564371039,-0.564371039,0.3,-0.06
0.552898381,-0.552898381,0.3,-0.06
0.535327887,-0.535327887,0.3,-0.06
0.520240554,-0.520240554,0.3,-0.06
0.511497175,-0.511497175,0.3,-0.06
0.514423892,-0.514423892,0.3,-0.06
0.522781561,-0.522781561,0.3,-0.06
0.523074284,-0.523074284,0.3,-0.06
0.50274699,-0.50274699,0.3,-0.06
0.474097977,-0.474097977,0.3,-0.06
0.44546928,-0.44546928,0.3,-0.06
0.421639453,-0.421639453,0.3,-0.06
0.406847944,-0.406847944,0.3,-0.06
0.40032674,-0.40032674,0.3,-0.06
0.399913035,-0.399913035,0.3,-0.06
0.399156827,-0.399156827,0.3,-0.06
0.401126922,-0.401126922,0.3,-0.06
0.409377508,-0.409377508,0.3,-0.06
0.422809118,-0.422809118,0.3,-0.06
0.442646934,-0.442646934,0.3,-0.06
0.462189609,-0.462189609,0.3,-0.06
0.475656008,-0.475656008,0.3,-0.06
0.480820729,-0.480820729,0.3,-0.06
0.490253573,-0.490253573,0.3,-0.06
0.493682869,-0.493682869,0.3,-0.06
0.49443155,-0.49443155,0.3,-0.06
0.49952624,-0.49952624,0.3,-0.06
0.497967019,-0.497967019,0.3,-0.06
0.49435718,-0.49435718,0.3,-0.06
0.495726871,-0.495726871,0.3,-0.06
0.507557942,-0.507557942,0.3,-0.06
0.515517202,-0.515517202,0.3,-0.06
0.512684253,-0.512684253,0.3,-0.06
0.491820683,-0.491820683,0.3,-0.06
0.457289826,-0.457289826,0.3,-0.06
0.412955359,-0.412955359,0.3,-0.06
0.380560404,-0.380560404,0.3,-0.06
0.360928087,-0.360928087,0.3,-0.06
0.351146722,-0.351146722,0.3,-0.06
0.347662214,-0.347662214,0.3,-0.06
0.358514521,-0.358514521,0.3,-0.06
0.382995525,-0.382995525,0.3,-0.06
0.419189526,-0.419189526,0.3,-0.06
0.466724593,-0.466724593,0.3,-0.06
0.514403538,-0.514403538,0.3,-0.06
0.53479816,-0.53479816,0.3,-0.06
0.520202122,-0.520202122,0.3,-0.06
0.497018078,-0.497018078,0.3,-0.06
0.485645263,-0.485645263,0.3,-0.06
0.475167852,-0.475167852,0.3,-0.06
0.471993235,-0.471993235,0.3,-0.06
0.470483958,-0.470483958,0.3,-0.06
0.464264456,-0.464264456,0.3,-0.06
0.447332443,-0.447332443,0.3,-0.06
0.430744634,-0.430744634,0.3,-0.06
0.393105196,-0.393105196,0.3,-0.06
0.361518431,-0.361518431,0.3,-0.06
0.331823414,-0.331823414,0.3,-0.06
0.298904675,-0.298904675,0.3,-0.06
0.269895696,-0.269895696,0.3,-0.06
0.241644687,-0.241644687,0.3,-0.06
0.224272064,-0.224272064,0.3,-0.06
0.215521482,-0.215521482,0.3,-0.06
0.209559413,-0.209559413,0.3,-0.06
0.214875132,-0.214875132,0.3,-0.06
0.227203518,-0.227203518,0.3,-0.06
0.254370869,-0.254370869,0.3,-0.06
0.312622048,-0.312622048,0.3,-0.06
0.366234035,-0.366234035,0.3,-0.06
0.406245531,-0.406245531,0.3,-0.06
0.407208447,-0.407208447,0.3,-0.06
0.402781084,-0.402781084,0.3,-0.06
0.394592459,-0.394592459,0.3,-0.06
0.385920203,-0.385920203,0.3,-0.06
0.358132339,-0.358132339,0.3,-0.06
0.339805597,-0.339805597,0.3,-0.06
0.330851472,-0.330851472,0.3,-0.06
0.323606424,-0.323606424,0.3,-0.06
0.366529311,-0.366529311,0.3,-0.06
0.378581505,-0.378581505,0.3,-0.06
0.366240651,-0.366240651,0.3,-0.06
0.338773431,-0.338773431,0.3,-0.06
0.31538451,-0.31538451,0.3,-0.06
0.292119912,-0.292119912,0.3,-0.06
0.276324107,-0.276324107,0.3,-0.06
0.257669419,-0.257669419,0.3,-0.06
0.252743148,-0.252743148,0.3,-0.06
0.260089961,-0.260089961,0.3,-0.06
0.278434902,-0.278434902,0.3,-0.06
0.302648215,-0.302648215,0.3,-0.06
0.334233125,-0.334233125,0.3,-0.06
0.368439376,-0.368439376,0.3,-0.06
0.392545369,-0.392545369,0.3,-0.06
0.39679064,-0.39679064,0.3,-0.06
0.386638773,-0.386638773,0.3,-0.06
0.380409555,-0.380409555,0.3,-0.06
0.375074707,-0.375074707,0.3,-0.06
0.368202327,-0.368202327,0.3,-0.06
0.369823247,-0.369823247,0.3,-0.06
0.372294772,-0.372294772,0.3,-0.06
0.379584937,-0.379584937,0.3,-0.06
0.391572477,-0.391572477,0.3,-0.06
0.40483271,-0.40483271,0.3,-0.06
0.408979434,-0.408979434,0.3,-0.06
0.414593047,-0.414593047,0.3,-0.06
0.394498344,-0.394498344,0.3,-0.06
0.351655929,-0.351655929,0.3,-0.06
0.337141488,-0.337141488,0.3,-0.06
0.338035451,-0.338035451,0.3,-0.06
0.318906098,-0.318906098,0.3,-0.06
0.308981871,-0.308981871,0.3,-0.06
0.306931302,-0.306931302,0.3,-0.06
0.312764017,-0.312764017,0.3,-0.06
0.325105018,-0.325105018,0.3,-0.06
0.346390461,-0.346390461,0.3,-0.06
0.373900635,-0.373900635,0.3,-0.06
0.406821147,-0.406821147,0.3,-0.06
0.431196925,-0.431196925,0.3,-0.06
0.433652035,-0.433652035,0.3,-0.06
0.425489065,-0.425489065,0.3,-0.06
0.426712483,-0.426712483,0.3,-0.06
0.434774106,-0.434774106,0.3,-0.06
0.430528414,-0.430528414,0.3,-0.06
0.422688255,-0.422688255,0.3,-0.06
0.417586927,-0.417586927,0.3,-0.06
0.410462616,-0.410462616,0.3,-0.06
0.403854555,-0.403854555,0.3,-0.06
0.406147548,-0.406147548,0.3,-0.06
0.39108875,-0.39108875,0.3,-0.06
0.374308783,-0.374308783,0.3,-0.06
0.359766019,-0.359766019,0.3,-0.06
0.346439248,-0.346439248,0.3,-0.06
0.349301734,-0.349301734,0.3,-0.06
0.34348152,-0.34348152,0.3,-0.06
0.327667433,-0.327667433,0.3,-0.06
0.309861448,-0.309861448,0.3,-0.06
0.304308455,-0.304308455,0.3,-0.06
0.306553028,-0.306553028,0.3,-0.06
0.326023779,-0.326023779,0.3,-0.06
0.383959818,-0.383959818,0.3,-0.06
0.43199302,-0.43199302,0.3,-0.06
0.466022627,-0.466022627,0.3,-0.06
0.466967162,-0.466967162,0.3,-0.06
0.467326697,-0.467326697,0.3,-0.06
0.443595784,-0.443595784,0.3,-0.06
0.420257982,-0.420257982,0.3,-0.06
0.398481872,-0.398481872,0.3,-0.06
0.388779598,-0.388779598,0.3,-0.06
0.397036453,-0.397036453,0.3,-0.06
0.413759857,-0.413759857,0.3,-0.06
0.41342051,-0.41342051,0.3,-0.06
0.414054462,-0.414054462,0.3,-0.06
0.392119737,-0.392119737,0.3,-0.06
0.37331953,-0.37331953,0.3,-0.06
0.342317768,-0.342317768,0.3,-0.06
0.316080802,-0.316080802,0.3,-0.06
0.307868047,-0.307868047,0.3,-0.06
0.302277785,-0.302277785,0.3,-0.06
0.292835802,-0.292835802,0.3,-0.06
0.279947855,-0.279947855,0.3,-0.06
0.285714367,-0.285714367,0.3,-0.06
0.304020938,-0.304020938,0.3,-0.06
0.346021223,-0.346021223,0.3,-0.06
0.393173842,-0.393173842,0.3,-0.06
0.445002496,-0.445002496,0.3,-0.06
0.469666197,-0.469666197,0.3,-0.06
0.46853135,-0.46853135,0.3,-0.06
0.46015373,-0.46015373,0.3,-0.06
0.448617383,-0.448617383,0.3,-0.06
0.429237883,-0.429237883,0.3,-0.06
0.416416067,-0.416416067,0.3,-0.06
0.406840651,-0.406840651,0.3,-0.06
0.400017299,-0.400017299,0.3,-0.06
0.406068286,-0.406068286,0.3,-0.06
0.429047602,-0.429047602,0.3,-0.06
0.446067618,-0.446067618,0.3,-0.06
0.440662897,-0.440662897,0.3,-0.06
0.411135316,-0.411135316,0.3,-0.06
0.362973565,-0.362973565,0.3,-0.06
0.351472186,-0.351472186,0.3,-0.06
0.355825522,-0.355825522,0.3,-0.06
0.359147236,-0.359147236,0.3,-0.06
0.366005919,-0.366005919,0.3,-0.06
0.369359159,-0.369359159,0.3,-0.06
0.379827128,-0.379827128,0.3,-0.06
0.397238087,-0.397238087,0.3,-0.06
0.43406179,-0.43406179,0.3,-0.06
0.476531839,-0.476531839,0.3,-0.06
0.510409046,-0.510409046,0.3,-0.06
0.532491648,-0.532491648,0.3,-0.06
0.541228735,-0.541228735,0.3,-0.06
0.542212569,-0.542212569,0.3,-0.06
0.535394999,-0.535394999,0.3,-0.06
0.527985811,-0.527985811,0.3,-0.06
0.526428845,-0.526428845,0.3,-0.06
0.527817399,-0.527817399,0.3,-0.06
