weather.temperature,direkt_horizontal_W_m2,diffuse_horizontal_W_m2,global_horizontal_W_m2
3.1,0,0,0
3,0,0,0
3.6,0,0,0
3.6,0,0,0
3.4,0,0,0
3,0,0,0
2.9,0,0,0
2.8,0,0,0
3.1,0,10,10
3.3,1,44,45
3.5,23,130,153
3.7,37,182,219
5,31,210,241
4.9,41,218,259
4.4,98,232,330
4.1,15,159,174
4,16,121,137
4.4,0,18,18
4.6,0,1,1
4.4,0,0,0
4.5,0,0,0
4.3,0,0,0
4.4,0,0,0
4.2,0,0,0
4,0,0,0
3.5,0,0,0
2.9,0,0,0
3.1,0,0,0
2.8,0,0,0
2.7,0,0,0
2.5,0,0,0
2.7,0,0,0
3.5,3,16,19
3.6,26,86,112
3.8,67,168,235
4,32,189,221
3.2,2,149,151
2.9,21,209,230
2.8,8,163,171
2.9,0,110,110
3.3,0,34,34
4,0,45,45
5,0,3,3
5.3,0,0,0
4.8,0,0,0
4.1,0,0,0
3.6,0,0,0
3.3,0,0,0
1.9,0,0,0
1,0,0,0
0.5,0,0,0
0.7,0,0,0
1.2,0,0,0
1.1,0,0,0
1.1,0,0,0
1.1,0,0,0
1.5,0,8,8
1.8,0,50,50
2.1,1,111,112
2.8,5,152,157
3.3,93,200,293
3.9,116,205,321
3.7,135,189,324
3.7,139,155,294
3.3,116,112,228
2.5,43,76,119
2,0,15,15
1.8,0,0,0
1.5,0,0,0
1.6,0,0,0
1.9,0,0,0
1.7,0,0,0
1.8,0,0,0
1.7,0,0,0
1.8,0,0,0
2,0,0,0
1.8,0,0,0
1.7,0,0,0
1.5,0,0,0
1.7,0,0,0
1.9,1,23,24
2.8,25,89,114
3.7,96,138,234
3.7,179,162,341
3,234,176,410
3.9,254,184,438
3.4,287,156,443
3.2,210,156,366
2.9,158,119,277
2.3,51,84,135
2.1,1,21,22
1.5,0,0,0
1.6,0,0,0
1.4,0,0,0
1.8,0,0,0
1.1,0,0,0
1,0,0,0
1.3,0,0,0
1.3,0,0,0
0.9,0,0,0
1,0,0,0
1.4,0,0,0
1.6,0,0,0
1.2,0,0,0
1.5,8,27,35
2.4,106,61,167
3.3,267,52,319
3.6,344,65,409
3.8,164,196,360
3.8,47,214,261
3.9,182,194,376
3.5,362,74,436
2.9,217,82,299
1.7,91,71,162
0.5,2,21,23
0,0,0,0
-0.3,0,0,0
-0.6,0,0,0
-0.5,0,0,0
-1,0,0,0
-0.8,0,0,0
-0.7,0,0,0
-0.6,0,0,0
-0.9,0,0,0
-0.7,0,0,0
-0.1,0,0,0
-0.4,0,0,0
-0.5,0,0,0
0.7,4,25,29
0.8,63,75,138
0.2,35,146,181
1.1,157,168,325
2.2,404,78,482
2.4,431,84,515
2.2,402,89,491
1.9,366,68,434
1.3,246,70,316
0.2,100,69,169
-1.4,8,23,31
-1.5,0,0,0
-2,0,0,0
-2.3,0,0,0
-1.8,0,0,0
-0.9,0,0,0
0.4,0,0,0
1.5,0,0,0
2.4,0,0,0
2.3,0,0,0
2.2,0,0,0
2,0,0,0
1.5,0,0,0
2.6,0,0,0
1.4,0,12,12
2,5,75,80
3.9,151,126,277
5.5,146,180,326
5.5,172,211,383
5.6,177,224,401
5.5,245,188,433
4.8,191,172,363
1.8,24,136,160
1.1,17,86,103
0.8,0,21,21
0.1,0,0,0
0.6,0,0,0
1.1,0,0,0
0.8,0,0,0
1.2,0,0,0
0.6,0,0,0
0.1,0,0,0
-0.6,0,0,0
-0.4,0,0,0
-1.1,0,0,0
-1.4,0,0,0
-2,0,0,0
-1.9,0,0,0
0.5,9,28,37
2.3,101,60,161
3.8,252,51,303
4.4,289,93,382
5,274,141,415
5.1,233,175,408
5.2,202,175,377
4.6,114,163,277
4.3,25,128,153
3.8,21,82,103
3.8,4,23,27
3.7,0,0,0
3.6,0,0,0
3.7,0,0,0
3.9,0,0,0
3.8,0,0,0
4.2,0,0,0
4.3,0,0,0
4.6,0,0,0
4.9,0,0,0
5,0,0,0
5.1,0,0,0
5.6,0,0,0
5.8,0,0,0
6.1,0,7,7
6.3,0,45,45
6.4,0,62,62
6.7,0,73,73
6.9,0,115,115
6.8,0,108,108
7,0,116,116
7.1,0,113,113
6.7,0,90,90
6.5,1,63,64
6.3,0,18,18
6.4,0,0,0
6.4,0,0,0
6.4,0,0,0
6.2,0,0,0
6.3,0,0,0
6.4,0,0,0
6.4,0,0,0
6.2,0,0,0
6.4,0,0,0
6.4,0,0,0
6.4,0,0,0
6.6,0,0,0
6.5,0,0,0
6.7,0,15,15
7,0,52,52
7.2,0,66,66
7.3,0,68,68
7.6,0,73,73
7.6,0,66,66
7.8,0,61,61
7.6,0,78,78
7.6,0,76,76
7.3,3,74,77
7,5,30,35
7,0,0,0
6.7,0,0,0
6.2,0,0,0
5.1,0,0,0
4.2,0,0,0
3.6,0,0,0
3.1,0,0,0
2.6,0,0,0
2.2,0,0,0
2.5,0,0,0
2,0,0,0
1.7,0,0,0
2.1,0,0,0
4,13,34,47
5.8,90,86,176
7.6,187,121,308
8.8,275,143,418
9.1,304,171,475
9.3,246,216,462
9.7,264,194,458
10,124,204,328
8.9,48,151,199
8.2,4,78,82
7.7,0,25,25
7.3,0,0,0
6.9,0,0,0
6.8,0,0,0
6.9,0,0,0
6.7,0,0,0
6.1,0,0,0
5.7,0,0,0
5.2,0,0,0
5.4,0,0,0
5.6,0,0,0
6.1,0,0,0
6.2,0,0,0
6.2,0,0,0
6.5,0,13,13
7.2,8,94,102
8,41,170,211
9,54,219,273
9.3,28,232,260
9,3,186,189
9,0,130,130
8.8,0,123,123
8.9,0,80,80
8.4,0,65,65
8.3,0,16,16
8.1,0,0,0
8.2,0,0,0
7.9,0,0,0
8,0,0,0
7.8,0,0,0
7.7,0,0,0
6.7,0,0,0
6.2,0,0,0
5.8,0,0,0
5.6,0,0,0
5.8,0,0,0
5.9,0,0,0
5.5,0,0,0
6.7,23,30,53
7.2,150,40,190
8.6,163,105,268
9.9,177,155,332
10.3,158,198,356
10.8,19,203,222
11.2,113,208,321
11,206,148,354
10.8,141,123,264
9.9,115,63,178
9.1,8,32,40
9,0,0,0
9.3,0,0,0
9,0,0,0
8.6,0,0,0
7.8,0,0,0
7.5,0,0,0
7.1,0,0,0
6.7,0,0,0
7.3,0,0,0
7.3,0,0,0
7,0,0,0
7.3,0,0,0
7.2,0,1,1
6.8,0,30,30
6.2,0,54,54
7.3,0,83,83
7.9,33,175,208
6.9,3,169,172
6.7,0,102,102
6.7,0,82,82
6.5,0,89,89
6.6,0,73,73
6.9,0,51,51
5.9,0,20,20
6.5,0,0,0
6.7,0,0,0
6.7,0,0,0
6.1,0,0,0
5.8,0,0,0
6.5,0,0,0
7.1,0,0,0
7.1,0,0,0
6.7,0,0,0
6.4,0,0,0
5.2,0,0,0
4.6,0,0,0
5,0,1,1
3.9,0,7,7
5.1,27,90,117
4.7,119,116,235
4.9,8,159,167
4.5,0,143,143
5,0,102,102
5,0,93,93
6.3,0,81,81
6,13,128,141
5.9,24,89,113
5.8,6,31,37
6,0,0,0
5.9,0,0,0
6.6,0,0,0
6.6,0,0,0
6.5,0,0,0
6.2,0,0,0
5.9,0,0,0
5.6,0,0,0
5.7,0,0,0
5.6,0,0,0
5.3,0,0,0
5.9,0,0,0
6,0,4,4
6.4,3,37,40
6.8,21,102,123
7.3,147,142,289
7.6,261,157,418
7.7,128,234,362
7.5,122,244,366
7.5,55,226,281
7.3,55,200,255
6.8,51,157,208
6.3,39,105,144
6.1,18,40,58
6,0,0,0
5.8,0,0,0
5.6,0,0,0
4.7,0,0,0
4.5,0,0,0
4.1,0,0,0
3.7,0,0,0
3.4,0,0,0
4.5,0,0,0
4.9,0,0,0
5.1,0,0,0
5.2,0,0,0
5.3,0,1,1
5.5,0,15,15
6.3,19,88,107
7.1,89,118,207
7.4,192,107,299
7.1,34,190,224
6.6,0,155,155
6.8,2,158,160
6.8,6,146,152
6.5,126,94,220
6.1,198,58,256
5.4,54,26,80
5,0,0,0
4.9,0,0,0
4.9,0,0,0
4.7,0,0,0
4.4,0,0,0
3.8,0,0,0
2.9,0,0,0
3.3,0,0,0
3,0,0,0
3.6,0,0,0
3.2,0,0,0
3.6,0,0,0
3.8,0,3,3
4.7,0,25,25
4.9,0,72,72
5.6,5,148,153
6.7,3,169,172
7.2,24,228,252
7.7,21,229,250
7.7,30,227,257
8,33,203,236
7.9,4,130,134
7.3,16,104,120
6.3,13,45,58
5.8,0,0,0
5.8,0,0,0
5.7,0,0,0
5.8,0,0,0
5.3,0,0,0
5.4,0,0,0
5.4,0,0,0
5.3,0,0,0
5.3,0,0,0
5.1,0,0,0
4.9,0,0,0
4.8,0,0,0
5,0,4,4
5.8,7,45,52
6.5,64,105,169
7.1,68,161,229
7.3,29,199,228
7.8,39,231,270
7.7,29,229,258
7.7,29,214,243
7.4,34,192,226
7.1,42,154,196
6.5,24,103,127
5.4,5,39,44
4.4,0,0,0
3.1,0,0,0
2.4,0,0,0
1.7,0,0,0
2.5,0,0,0
3.2,0,0,0
3.1,0,0,0
3.8,0,0,0
3.1,0,0,0
2.2,0,0,0
2.1,0,0,0
1.3,0,0,0
3.5,0,10,10
4.5,49,48,97
4.9,146,84,230
5.2,129,150,279
4.6,49,207,256
5.7,158,227,385
5.2,292,195,487
4.6,202,215,417
5,324,130,454
3.1,215,123,338
3.5,50,107,157
2.4,55,42,97
1.8,0,0,0
0.4,0,0,0
1.2,0,0,0
1.2,0,0,0
1.9,0,0,0
1.4,0,0,0
1.5,0,0,0
1.7,0,0,0
0.7,0,0,0
0.2,0,0,0
0.9,0,0,0
0.8,0,0,0
1.7,0,7,7
3.6,53,49,102
4.9,205,62,267
5.8,345,67,412
6,444,72,516
6,450,110,560
6.2,394,158,552
6.9,253,205,458
6.3,227,179,406
6,296,92,388
4.8,188,73,261
3.3,58,46,104
2.5,0,5,5
2.6,0,0,0
1.3,0,0,0
0.9,0,0,0
0.6,0,0,0
1,0,0,0
0.3,0,0,0
0.8,0,0,0
0.7,0,0,0
0.6,0,0,0
0.8,0,0,0
0.1,0,0,0
1.6,2,11,13
2.6,74,42,116
3.7,216,59,275
5,370,55,425
5.9,483,58,541
6.3,374,145,519
6,105,244,349
5.4,107,233,340
5.8,288,141,429
4.8,285,86,371
3.7,178,67,245
2.3,42,43,85
1.3,0,6,6
0.5,0,0,0
-0.3,0,0,0
-0.9,0,0,0
-1.4,0,0,0
-1.5,0,0,0
-1.7,0,0,0
-2.4,0,0,0
-1.8,0,0,0
-1.6,0,0,0
-0.5,0,0,0
0.8,0,0,0
1.7,0,5,5
3,3,48,51
3.9,16,112,128
4.7,15,161,176
4.1,25,204,229
4.3,45,232,277
5.2,66,234,300
4.6,102,218,320
4,19,183,202
4.4,1,115,116
4.1,7,95,102
3.7,0,33,33
3.3,0,2,2
3,0,0,0
2.7,0,0,0
2.2,0,0,0
2.7,0,0,0
3,0,0,0
3.8,0,0,0
4.5,0,0,0
4.6,0,0,0
4.1,0,0,0
3.3,0,0,0
2.8,0,0,0
3.6,0,7,7
3.8,10,39,49
4.6,20,91,111
4.8,0,108,108
4.7,5,153,158
5,100,155,255
4.6,75,167,242
5,0,140,140
5,0,52,52
4.6,0,36,36
4,0,40,40
3.5,0,36,36
3.5,0,2,2
3.2,0,0,0
2.7,0,0,0
1.7,0,0,0
1.6,0,0,0
1.4,0,0,0
2.2,0,0,0
2.5,0,0,0
2.5,0,0,0
2.7,0,0,0
2.3,0,0,0
1.9,0,0,0
1.3,0,5,5
0.7,0,32,32
0.5,0,68,68
0.4,0,79,79
0.4,0,86,86
0.5,0,114,114
0.5,1,180,181
0.8,10,201,211
0.9,86,210,296
0.5,105,161,266
-0.3,89,108,197
-1.1,32,52,84
-1.4,0,6,6
-1.9,0,0,0
-2.2,0,0,0
-2.9,0,0,0
-3.7,0,0,0
-4.1,0,0,0
-4.6,0,0,0
-5,0,0,0
-5.6,0,0,0
-5.8,0,0,0
-6.5,0,0,0
-6.4,0,0,0
-4.1,5,15,20
-1.8,78,58,136
-0.6,205,81,286
0.2,336,95,431
0.6,440,104,544
1.5,516,100,616
2,516,114,630
2.6,524,88,612
2.9,456,83,539
2.6,339,85,424
1.9,190,83,273
1.3,49,56,105
0.6,0,6,6
0.5,0,0,0
0.1,0,0,0
0.5,0,0,0
0.4,0,0,0
0.5,0,0,0
0.3,0,0,0
-0.1,0,0,0
-0.1,0,0,0
0.4,0,0,0
0.3,0,0,0
0.8,0,0,0
0.3,0,9,9
0.6,3,52,55
1.2,0,43,43
1.3,0,72,72
1.9,52,216,268
1.9,231,196,427
2.4,242,195,437
3.5,142,216,358
2.2,24,191,215
2.7,246,93,339
2.1,216,53,269
0.7,98,48,146
0.5,7,10,17
-0.1,0,0,0
-0.4,0,0,0
-0.1,0,0,0
0.5,0,0,0
1.1,0,0,0
1.7,0,0,0
1.9,0,0,0
1.4,0,0,0
0.8,0,0,0
-0.6,0,0,0
-0.5,0,0,0
0.8,4,15,19
2.7,76,63,139
3.1,199,94,293
4.3,295,124,419
4.5,228,214,442
5.4,296,224,520
5.8,364,203,567
6.4,426,147,573
6.1,430,106,536
5.7,245,142,387
4.7,175,96,271
2.7,87,53,140
1.6,8,13,21
1.3,0,0,0
0.2,0,0,0
0.1,0,0,0
0.1,0,0,0
1.3,0,0,0
0.7,0,0,0
0.6,0,0,0
-0.3,0,0,0
-1.2,0,0,0
-1.9,0,0,0
-1.8,0,0,0
0.3,10,15,25
1.8,109,51,160
2.9,264,71,335
3.6,426,67,493
4,250,181,431
4.7,190,237,427
4.9,53,253,306
4,74,245,319
5,35,208,243
4.1,13,152,165
3.6,139,93,232
2,120,47,167
0.3,10,11,21
-0.2,0,0,0
-0.1,0,0,0
-0.1,0,0,0
-0.3,0,0,0
-1.6,0,0,0
-2.2,0,0,0
-2.2,0,0,0
-2.8,0,0,0
-3.8,0,0,0
-2.3,0,0,0
-2.1,0,0,0
0.9,0,11,11
3.3,51,67,118
4.7,190,89,279
5.7,228,145,373
5.8,212,209,421
6.1,55,253,308
6.5,41,252,293
6.7,83,252,335
6.1,84,223,307
6.1,17,158,175
5.7,9,109,118
5.5,15,60,75
5.6,1,11,12
5.4,0,0,0
5.3,0,0,0
5.4,0,0,0
5.3,0,0,0
5.4,0,0,0
5.4,0,0,0
5.5,0,0,0
5.7,0,0,0
5.7,0,0,0
5.8,0,0,0
5.8,0,0,0
6,0,8,8
6,1,56,57
6.7,1,105,106
7.4,20,169,189
8.1,12,193,205
8.3,16,214,230
8.1,11,205,216
7.9,0,131,131
8.1,0,116,116
8,0,100,100
7.6,0,72,72
7.4,7,52,59
7.4,1,11,12
7.3,0,0,0
7.2,0,0,0
7.3,0,0,0
7.1,0,0,0
6.6,0,0,0
6.4,0,0,0
6.2,0,0,0
6,0,0,0
5.9,0,0,0
5.8,0,0,0
6.2,0,0,0
6.8,2,16,18
7.7,26,78,104
8.5,84,148,232
9.7,162,198,360
10.3,185,248,433
10.2,90,286,376
10.3,109,298,407
11.4,175,270,445
11.4,271,217,488
8.6,282,144,426
7.4,166,115,281
6.9,56,67,123
7.1,5,14,19
6.1,0,0,0
4.2,0,0,0
3.6,0,0,0
3.1,0,0,0
1.1,0,0,0
-0.2,0,0,0
0.1,0,0,0
0.4,0,0,0
-0.3,0,0,0
-0.8,0,0,0
-0.3,0,0,0
1.1,5,17,22
3.6,35,79,114
6.3,89,148,237
9.3,168,197,365
10.1,298,211,509
11.9,419,197,616
12.4,316,254,570
12.5,62,270,332
12.5,191,246,437
11.8,243,163,406
11,197,103,300
8.8,90,66,156
7.9,10,15,25
7.1,0,0,0
6.5,0,0,0
5.9,0,0,0
4.7,0,0,0
4.6,0,0,0
4.6,0,0,0
3.9,0,0,0
3.6,0,0,0
2.9,0,0,0
3.3,0,0,0
3.6,0,0,0
5.2,13,19,32
7.3,98,72,170
9.7,227,101,328
11.2,358,119,477
12.6,459,132,591
13.1,516,143,659
14.1,534,146,680
14.2,519,135,654
13.9,470,118,588
13.2,372,103,475
12.3,235,90,325
10.4,100,64,164
8.9,11,15,26
7.8,0,0,0
7.2,0,0,0
6.6,0,0,0
6.2,0,0,0
5.9,0,0,0
5.5,0,0,0
5.5,0,0,0
4.9,0,0,0
5.1,0,0,0
4.9,0,0,0
5.3,0,0,0
6.6,4,33,37
7.9,63,100,163
9.7,166,147,313
11.5,258,188,446
11.8,328,220,548
12.7,422,208,630
11.9,454,198,652
12.5,431,191,622
11.1,378,172,550
11.4,215,191,406
9.8,101,153,254
8.8,41,88,129
7.6,3,23,26
5.9,0,0,0
5.5,0,0,0
4.9,0,0,0
4.6,0,0,0
4.3,0,0,0
3.7,0,0,0
3.4,0,0,0
3.6,0,0,0
4.3,0,0,0
4.1,0,0,0
4.8,0,0,0
5.5,0,31,31
7.2,26,107,133
9.2,105,176,281
10.7,270,187,457
10.9,377,196,573
11.8,436,206,642
12.7,466,198,664
13.8,441,193,634
13.4,377,182,559
13,295,158,453
12.2,165,139,304
10,80,86,166
10.8,10,27,37
9.4,0,0,0
8.8,0,0,0
8.4,0,0,0
7.9,0,0,0
7.2,0,0,0
7,0,0,0
7.2,0,0,0
7.2,0,0,0
7.1,0,0,0
6.9,0,0,0
6.8,0,0,0
7.5,0,14,14
8.8,19,107,126
9.9,68,185,253
11,41,236,277
11.4,5,213,218
12.5,0,112,112
13.3,2,210,212
13.1,85,293,378
12.6,3,184,187
13,6,163,169
12.3,5,118,123
11.6,12,83,95
11,1,23,24
10.4,0,0,0
9.9,0,0,0
9.7,0,0,0
9.7,0,0,0
9.9,0,0,0
9.9,0,0,0
9.9,0,0,0
9.5,0,0,0
9.3,0,0,0
8.7,0,0,0
8.5,0,0,0
8.7,0,11,11
9.5,0,43,43
10.5,0,101,101
11.4,0,164,164
12.6,0,168,168
13.3,0,177,177
12.7,0,161,161
12.6,0,115,115
12.3,0,85,85
11.2,0,70,70
10.8,0,50,50
10.1,0,46,46
10,0,15,15
7.8,0,0,0
7.1,0,0,0
4.8,0,0,0
3.9,0,0,0
3.1,0,0,0
2.4,0,0,0
1.8,0,0,0
1.7,0,0,0
2,0,0,0
1.7,0,0,0
0.8,0,0,0
1.3,2,33,35
2.4,67,96,163
3.7,251,90,341
4.2,277,157,434
4.7,113,266,379
5.2,143,291,434
5.5,136,303,439
5.9,210,271,481
6.3,251,216,467
5.9,313,120,433
5.6,239,88,327
4.4,120,58,178
2.2,18,24,42
2,0,0,0
1.4,0,0,0
0.4,0,0,0
-0.1,0,0,0
-0.9,0,0,0
-1,0,0,0
-1.2,0,0,0
-1.8,0,0,0
-1.7,0,0,0
-1.8,0,0,0
0.5,0,0,0
3.4,35,37,72
6,174,67,241
7.2,364,50,414
7.9,432,73,505
7.8,215,243,458
8.3,30,271,301
8.1,2,214,216
9.2,23,259,282
8.8,234,228,462
9.1,418,63,481
8.1,327,67,394
6.9,178,41,219
5,30,26,56
4.1,0,0,0
4.1,0,0,0
4.3,0,0,0
4.4,0,0,0
3.5,0,0,0
3.1,0,0,0
3.5,0,0,0
3.7,0,0,0
3.7,0,0,0
4.1,0,0,0
5.1,0,0,0
6,38,22,60
6.5,128,38,166
6.9,142,69,211
7.3,8,171,179
8.5,0,129,129
9.1,0,118,118
8.5,0,191,191
9.2,0,185,185
8.6,0,118,118
9.5,0,102,102
7.6,13,110,123
6.8,44,49,93
6,13,12,25
5.7,0,0,0
5.5,0,0,0
5.4,0,0,0
5.4,0,0,0
5.2,0,0,0
5.1,0,0,0
4.9,0,0,0
4.9,0,0,0
4.9,0,0,0
4.8,0,0,0
5.4,0,0,0
6.4,1,37,38
7.1,3,102,105
7.9,23,206,229
8.6,12,239,251
9.1,29,312,341
9.4,65,380,445
9.2,35,354,389
8.9,22,311,333
8.4,16,270,286
8.4,1,153,154
8.2,0,114,114
7.4,0,48,48
5.6,0,17,17
5,0,0,0
5,0,0,0
4.7,0,0,0
5.1,0,0,0
4.9,0,0,0
4.4,0,0,0
2.6,0,0,0
1.9,0,0,0
1.4,0,0,0
1.4,0,0,0
2.5,0,1,1
4.4,31,45,76
6.3,143,85,228
7.7,284,101,385
8.9,416,108,524
9.8,518,113,631
9.9,561,128,689
10,550,146,696
9.9,513,150,663
10,258,239,497
8.8,90,220,310
7.7,154,141,295
6.4,131,71,202
3.8,29,31,60
3,0,1,1
1.3,0,0,0
-0.1,0,0,0
-0.3,0,0,0
-0.9,0,0,0
-1.3,0,0,0
-1,0,0,0
-1.2,0,0,0
-1.2,0,0,0
-1.6,0,0,0
0.8,0,1,1
3.9,39,42,81
5.4,150,73,223
6.4,335,60,395
7.1,451,92,543
8,587,57,644
8.4,503,145,648
8.2,312,257,569
8.6,151,293,444
8,83,262,345
7.7,18,193,211
7,16,145,161
6,26,90,116
5.1,31,28,59
3.9,0,1,1
3.5,0,0,0
3.4,0,0,0
3.1,0,0,0
2.5,0,0,0
2.5,0,0,0
2.1,0,0,0
1.4,0,0,0
1.1,0,0,0
1.4,0,0,0
2.5,0,1,1
3.3,18,49,67
4.7,13,113,126
5.7,18,178,196
6.1,21,238,259
7.7,8,238,246
10.4,45,310,355
11.4,312,304,616
11.9,465,208,673
12.1,390,201,591
11.7,192,223,415
11.1,36,167,203
10.4,79,98,177
8.9,20,35,55
7.7,0,0,0
7.3,0,0,0
6.5,0,0,0
6.3,0,0,0
6.5,0,0,0
6.4,0,0,0
5.8,0,0,0
4.2,0,0,0
4.8,0,0,0
4.4,0,0,0
4.6,0,2,2
5.8,0,25,25
7.1,0,73,73
8.6,38,217,255
8.6,65,293,358
7.6,6,246,252
7.5,0,112,112
6.9,0,123,123
6.8,0,125,125
5.5,0,84,84
5.5,0,74,74
5.3,0,69,69
5.2,0,45,45
4.1,0,16,16
4.2,0,0,0
4.1,0,0,0
3.8,0,0,0
3.5,0,0,0
3.1,0,0,0
2.3,0,0,0
2.4,0,0,0
1,0,0,0
1,0,0,0
0.6,0,0,0
1.9,0,5,5
3.8,45,55,100
5.8,170,95,265
6.6,321,110,431
7.8,382,150,532
8,164,302,466
8.4,41,309,350
8.6,0,201,201
8.7,24,281,305
8.8,43,277,320
7.6,98,235,333
6.5,55,171,226
6,0,76,76
5.2,29,40,69
4.9,0,1,1
4.6,0,0,0
4.6,0,0,0
4.7,0,0,0
4.5,0,0,0
5.1,0,0,0
5.3,0,0,0
5.1,0,0,0
5.3,0,0,0
4.8,0,0,0
5,0,0,0
5.8,13,50,63
5.7,42,119,161
6.8,1,138,139
7.6,2,186,188
8.9,24,264,288
9,129,313,442
8.9,62,311,373
9.8,119,307,426
9.8,257,233,490
10,313,143,456
9.1,310,63,373
7.6,79,88,167
5.3,32,34,66
3.7,0,0,0
4.7,0,0,0
3.3,0,0,0
3.9,0,0,0
3.5,0,0,0
1.5,0,0,0
2.2,0,0,0
1.3,0,0,0
1,0,0,0
1.3,0,0,0
2.7,0,2,2
3.5,9,52,61
4.2,53,124,177
6.2,35,185,220
7.8,20,231,251
9.1,94,294,388
9.9,53,307,360
9.7,8,248,256
9.2,4,225,229
8.5,0,155,155
8.9,0,98,98
8.7,0,107,107
8.5,0,61,61
8.3,0,18,18
7.8,0,0,0
7.4,0,0,0
7.2,0,0,0
6.4,0,0,0
6.8,0,0,0
6.4,0,0,0
6.9,0,0,0
6,0,0,0
5.6,0,0,0
6.2,0,0,0
6.8,0,1,1
7.3,0,25,25
7.5,0,57,57
7.1,0,91,91
7.6,0,120,120
7.4,0,109,109
8.1,0,151,151
8.3,0,167,167
8.6,8,231,239
8.7,1,185,186
9.4,3,166,169
9,69,142,211
8.1,159,61,220
5.7,50,33,83
4.3,0,4,4
3.6,0,0,0
2.4,0,0,0
2.7,0,0,0
2.4,0,0,0
2.1,0,0,0
4.9,0,0,0
5.4,0,0,0
6.6,0,0,0
7.3,0,0,0
7.9,0,4,4
8.1,0,21,21
8.5,0,35,35
9.9,0,74,74
11,0,127,127
13.2,0,165,165
13.2,47,360,407
13.4,89,399,488
13.2,47,352,399
12.8,2,207,209
11.8,0,135,135
10.4,0,84,84
10.3,0,64,64
8.5,0,22,22
7.9,0,0,0
8.9,0,0,0
9.8,0,0,0
9,0,0,0
8.9,0,0,0
8.4,0,0,0
8.5,0,0,0
7.9,0,0,0
6.9,0,0,0
7,0,0,0
7.5,0,4,4
8.5,3,50,53
10,11,115,126
11,43,190,233
12.1,98,251,349
13.3,175,288,463
14.1,279,288,567
14.7,257,306,563
14.9,170,314,484
14.8,112,283,395
14.8,84,232,316
14.5,59,176,235
13.4,46,107,153
10.9,7,39,46
9.2,0,2,2
8.5,0,0,0
8.4,0,0,0
8.4,0,0,0
7.6,0,0,0
7.5,0,0,0
7.6,0,0,0
7.7,0,0,0
8.7,0,0,0
8.7,0,0,0
8.7,0,1,1
8.9,0,12,12
9.1,0,35,35
9.5,0,58,58
9.3,0,70,70
9.2,0,103,103
9,0,136,136
9,0,130,130
8.9,0,137,137
9,0,114,114
9.3,0,123,123
9.3,0,94,94
9.3,0,56,56
8.7,20,24,44
8.2,0,1,1
7.6,0,0,0
7.8,0,0,0
7.8,0,0,0
7.4,0,0,0
6.9,0,0,0
6.1,0,0,0
6.3,0,0,0
5.9,0,0,0
5.4,0,0,0
6.5,0,6,6
8.1,14,67,81
10.5,107,132,239
13.4,213,176,389
15.5,381,172,553
16.6,539,145,684
18,592,152,744
18.5,460,237,697
19,194,328,522
19,120,302,422
18.7,191,232,423
18.5,247,128,375
16.2,167,85,252
12.8,54,49,103
10.9,2,8,10
11.4,0,0,0
11.2,0,0,0
10.9,0,0,0
11.3,0,0,0
11,0,0,0
10.1,0,0,0
10.7,0,0,0
10.6,0,0,0
11,0,0,0
11,0,2,2
12.6,19,76,95
15.5,84,157,241
17.8,219,208,427
18.2,284,261,545
19.5,352,296,648
17.6,392,315,707
16.4,435,305,740
16.1,411,295,706
15.1,168,330,498
14.1,246,247,493
13.3,137,201,338
12.1,34,127,161
11.2,12,51,63
10.1,0,1,1
9.3,0,0,0
8.4,0,0,0
7.7,0,0,0
7.1,0,0,0
6.8,0,0,0
6.7,0,0,0
7.2,0,0,0
7.9,0,0,0
9.3,0,0,0
10.2,0,1,1
11.5,0,12,12
12.3,0,88,88
13.8,22,206,228
15.5,208,281,489
17.8,370,286,656
16.5,424,299,723
17.2,451,297,748
18.7,427,287,714
19.5,397,252,649
19.4,349,201,550
18.9,266,155,421
18.4,144,114,258
15.2,49,61,110
13.6,4,10,14
12.8,0,0,0
12.3,0,0,0
12.3,0,0,0
12.5,0,0,0
11.5,0,0,0
11.1,0,0,0
11.1,0,0,0
11.6,0,0,0
11.6,0,0,0
12.9,4,17,21
13.7,67,74,141
16.2,190,114,304
17.8,329,138,467
18.1,434,163,597
19.5,528,175,703
20.4,591,180,771
20.3,626,168,794
20.9,602,160,762
20.7,539,147,686
19.6,431,134,565
18.3,311,115,426
16.1,164,95,259
14.6,55,56,111
12.8,3,10,13
12.1,0,0,0
11.5,0,0,0
10.3,0,0,0
10.4,0,0,0
10,0,0,0
9.7,0,0,0
9,0,0,0
8.6,0,0,0
8.4,0,0,0
9.7,6,21,27
10.8,69,89,158
12.4,142,150,292
14.2,163,231,394
16.2,168,298,466
16.9,282,332,614
16.9,490,274,764
17.3,525,265,790
17.7,518,246,764
18.2,483,215,698
17.9,373,195,568
17,264,160,424
15.1,140,119,259
13.2,45,64,109
12.2,2,10,12
11.4,0,0,0
10.2,0,0,0
9.8,0,0,0
9.5,0,0,0
9,0,0,0
9.2,0,0,0
8.6,0,0,0
8.1,0,0,0
8.1,0,0,0
8.6,0,15,15
9.8,17,76,93
10.9,82,155,237
12.2,197,206,403
12.5,261,257,518
13.7,348,283,631
13.3,473,258,731
13.6,332,333,665
13.5,205,349,554
13.7,414,227,641
13.3,378,171,549
12.4,152,191,343
11.3,80,124,204
